Ubicazione;TipoVia;DescrizioneVia;Civico;CodiceVia;ZD;forma_commercio;forma_commercio_prev;forma_vendita;settore_storico_pe;superficie_somministrazione;tipo_eser_storico_pe
"VIA PRIMATICCIO FRANCESCO N. 34 ; isolato:120; accesso: accesso esterno; (z.d. 6)";VIA ;PRIMATICCIO FRANCESCO;34;6646;6;solo somministrazione;somministrazione;al banco;"Genere Merceol.Autorizz.Sanit.;Bar pasticc.gelat.crem.creper.;BAR CAFFÈ";74;bar caffè
"VLE CASSIODORO N. 5 ; isolato:149; accesso: accesso esterno; (z.d. 6)";VLE ;CASSIODORO;5;6359;8;;somministrazione;misto;"Ristorante;Carte;BAR CAFFÈ";156;ristorante
"VIA EMANUELE FILIBERTO N. 13 ; isolato:039; accesso: accesso esterno; (z.d. 8)";VIA ;EMANUELE FILIBERTO;13;7168;8;solo somministrazione;somministrazione;misto;"Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ;Tavola fredda;Bar gastronomici e simili;Cibi cotti preconfezionati";80;birreria
"VIA GIOVANNI DA PROCIDA N. 21 ; isolato:084; accesso: accesso esterno; (z.d. 8)";VIA ;GIOVANNI DA PROCIDA;21;7151;8;solo somministrazione;somministrazione;al banco;"Genere Merceol.Autorizz.Sanit.;Tavola calda;BAR CAFFÈ;Tavola fredda";47;bar caffè
"CSO SEMPIONE N. 75 ; isolato:039; accesso: accesso esterno; (z.d. 8)";CSO ;SEMPIONE;75;7137;8;solo somministrazione;somministrazione;misto;"BAR CAFFÈ;Giochi Legge 388/2000;Tavola calda;Bar gastronomici e simili";38;bar caffè
"CSO SEMPIONE N. 77 ; isolato:039; accesso: accesso esterno; (z.d. 8)";CSO ;SEMPIONE;77;7137;8;solo somministrazione;somministrazione;al banco;"Bar gastronomici e simili;BAR CAFFÈ E SIMILI";27;bar caffè
"CSO SEMPIONE N. 81 ; isolato:024; accesso: accesso esterno; (z.d. 8)";CSO ;SEMPIONE;81;7137;8;solo somministrazione;somministrazione;al banco;"Genere Merceol.Autorizz.Sanit.;Tavola calda;Giochi Legge 388/2000;BAR CAFFÈ";84;bar caffè
"VIA GIOVANNI DA PROCIDA N. 27 ; isolato:084; accesso: accesso esterno; (z.d. 8)";VIA ;GIOVANNI DA PROCIDA;27;7151;8;solo somministrazione;somministrazione;misto;"BAR CAFFÈ;BAR CAFFÈ E SIMILI;Ristorante;Ristorante, trattoria, osteria";46;ristorante
"VIA GIOVANNI DA PROCIDA N. 26 ; isolato:040; accesso: accesso esterno; (z.d. 8)";VIA ;GIOVANNI DA PROCIDA;26;7151;8;;somministrazione;misto;"Genere Merceol.Autorizz.Sanit.;Prodotti di gastronomia;Tavola fredda;BAR CAFFÈ;Bar gastronomici e simili;BAR CAFFÈ E SIMILI";70;bar caffè
"VIA COSTA ANDREA N. 4 ; isolato:277; accesso: accesso esterno; (z.d. 3)";VIA ;COSTA ANDREA;4;2276;3;;somministrazione;misto;"Bar gastronomici e simili;BAR CAFFÈ;Genere Merceol.Autorizz.Sanit.;Tavola calda;Ristorante, trattoria, osteria;BAR CAFFÈ E SIMILI";57;tavola calda
"VIA CASORETTO N. 9 ; isolato:001; accesso: accesso esterno; (z.d. 3)";VIA ;CASORETTO;9;2420;3;solo somministrazione;somministrazione;misto;"BAR CAFFÈ;Pizzeria;Trattoria";102;trattoria
"VIA CASORETTO N. 8 ; isolato:009; accesso: accesso esterno; (z.d. 3)";VIA ;CASORETTO;8;2420;3;solo somministrazione;somministrazione;al banco;Bar gastronomici e simili;80;bar caffè
"VLE LOMBARDIA N. 65 ; isolato:007; accesso: accesso esterno; (z.d. 3)";VLE ;LOMBARDIA;65;2400;3;solo somministrazione;somministrazione;misto;"BAR CAFFÈ;Ristorante;Genere Merceol.Autorizz.Sanit.";98;trattoria
"VLE LOMBARDIA N. 64 ; isolato:008; accesso: accesso esterno; (z.d. 3)";VLE ;LOMBARDIA;64;2400;3;solo somministrazione;somministrazione;misto;"Trattoria;Pizzeria;BAR CAFFÈ;Genere Merceol.Autorizz.Sanit.";113;ristorante
"VIA PORPORA NICOLA ANTONIO N. 113 ; isolato:012; accesso: accesso esterno; (z.d. 3)";VIA ;PORPORA NICOLA ANTONIO;113;2229;3;;somministrazione;al banco;"Ristorante;Tavola fredda;Ristorante, trattoria, osteria;BAR CAFFÈ E SIMILI;Genere Merceol.Autorizz.Sanit.;Pizzerie e simili;BAR CAFFÈ;Pizzeria";81;bar caffè
"VIA PORPORA NICOLA ANTONIO N. 9 ; isolato:278; accesso: accesso esterno; (z.d. 3)";VIA ;PORPORA NICOLA ANTONIO;9;2229;3;solo somministrazione;somministrazione;misto;"BAR CAFFÈ;Genere Merceol.Autorizz.Sanit.;Tavola fredda";20;bar caffè
"VIA PORPORA NICOLA ANTONIO N. 7 ; isolato:277; accesso: accesso esterno; (z.d. 3)";VIA ;PORPORA NICOLA ANTONIO;7;2229;3;solo somministrazione;somministrazione;al banco;"Genere Merceol.Autorizz.Sanit.;Tavola calda;Tav.calde,self service,fast f.;Tavola fredda;Bar gastronomici e simili;BAR CAFFÈ;Cibi cotti preconfezionati";89;bar caffè
"VIA PORPORA NICOLA ANTONIO N. 5 ; isolato:277; accesso: accesso esterno; (z.d. 3)";VIA ;PORPORA NICOLA ANTONIO;5;2229;3;solo somministrazione;somministrazione;misto;"Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ E SIMILI;BAR CAFFÈ;Ristorante, trattoria, osteria;Tavola calda;Wine,birr.,pub enot.,caff.,the";66;bar caffè
"VIA AMPERE ANDREA MARIA N. 98 ; isolato:012; accesso: accesso esterno; (z.d. 3)";VIA ;AMPERE ANDREA MARIA;98;2428;3;solo somministrazione;somministrazione;al banco;"Carte;Tavola fredda;Biliardo;BAR CAFFÈ;Cibi cotti preconfezionati;Elettr.Automatici Meccaniche;Bar gastronomici e simili;Bocce";80;bar caffè
"VIA AMPERE ANDREA MARIA N. 123 ; isolato:009; accesso: accesso esterno; (z.d. 3)";VIA ;AMPERE ANDREA MARIA;123;2428;3;;somministrazione;al banco;"Genere Merceol.Autorizz.Sanit.;Bar gastronomici e simili;BAR CAFFÈ;BAR CAFFÈ E SIMILI";17;bar caffè
"VIA TEODOSIO N. 87 ; isolato:013; accesso: accesso esterno; (z.d. 3)";VIA ;TEODOSIO;87;2550;3;solo somministrazione;somministrazione;misto;"Genere Merceol.Autorizz.Sanit.;Trattoria;Ristorante, trattoria, osteria";73;trattoria
"VIA LEONCAVALLO RUGGERO N. 26 ; isolato:002; accesso: accesso esterno; (z.d. 3)";VIA ;LEONCAVALLO RUGGERO;26;2389;3;solo somministrazione;somministrazione;al banco;"Bar gastronomici e simili;Tavola fredda;Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ";70;bar caffè
"VIA LEONCAVALLO RUGGERO N. 14 ; isolato:001; accesso: accesso esterno; (z.d. 3)";VIA ;LEONCAVALLO RUGGERO;14;2389;3;;somministrazione;misto;"BAR CAFFÈ E SIMILI;BAR CAFFÈ;Tav.calde,self service,fast f.;Trattoria;Genere Merceol.Autorizz.Sanit.;Ristorante, trattoria, osteria";60;trattoria
"PZA SAN MATERNO N. 12 ; isolato:012; accesso: accesso esterno; (z.d. 3)";PZA ;SAN MATERNO;12;2423;3;solo somministrazione;somministrazione;al tavolo;"Genere Merceol.Autorizz.Sanit.;Pizzeria;BAR CAFFÈ;BAR CAFFÈ E SIMILI;Trattoria;Ristorante, trattoria, osteria";60;bar caffè
"PZA DURANTE FRANCESCO N. 24 ; isolato:001; accesso: accesso esterno; (z.d. 3)";PZA ;DURANTE FRANCESCO;24;2277;3;;somministrazione;misto;"Tavola fredda;Bar gastronomici e simili;BAR CAFFÈ;Genere Merceol.Autorizz.Sanit.;Cibi cotti preconfezionati";32;bar caffè
"PZA DURANTE FRANCESCO N. 16 ; isolato:001; accesso: accesso esterno; (z.d. 3)";PZA ;DURANTE FRANCESCO;16;2277;3;solo somministrazione;somministrazione;misto;"Genere Merceol.Autorizz.Sanit.;Bar gastronomici e simili;BAR CAFFÈ;Cibi cotti preconfezionati;Tavola fredda;BAR CAFFÈ E SIMILI";88;bar caffè
"VIA ACCADEMIA N. 53 ; isolato:012; accesso: accesso esterno; (z.d. 3)";VIA ;ACCADEMIA;53;2429;3;solo somministrazione;somministrazione;misto;"BAR CAFFÈ E SIMILI;BAR CAFFÈ;Trattoria;Ristorante, trattoria, osteria";70;trattoria
"VIA LULLI GIOVANNI N. 32 ; isolato:007; accesso: accesso esterno; (z.d. 3)";VIA ;LULLI GIOVANNI;32;2253;3;solo somministrazione;somministrazione;misto;"Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ E SIMILI;BAR CAFFÈ;Tavola calda;Tavola fredda;Ristorante, trattoria, osteria";62;tavola calda
"VIA VENINI GIULIO E CORRADO N. 63 ; isolato:329; accesso: accesso esterno; (z.d. 2)";VIA ;VENINI GIULIO E CORRADO;63;2258;2;solo somministrazione;somministrazione;al banco;"Prodotti di gastronomia;Tavola fredda;BAR CAFFÈ";68;bar caffè
"VIA VARANINI LUIGI N. 28 con ingr. da via f. aporti; isolato:321; accesso: accesso esterno; (z.d. 2)";VIA ;VARANINI LUIGI;28;2288;2;solo somministrazione;somministrazione;al tavolo;"Ristorante;Genere Merceol.Autorizz.Sanit.;Ristorante, trattoria, osteria";99;ristorante, trattoria, osteria
"VIA VENINI GIULIO E CORRADO N. 35 ; isolato:341; accesso: accesso esterno; (z.d. 2)";VIA ;VENINI GIULIO E CORRADO;35;2258;2;somministrazione/minuto;somministrazione;al banco;"Giochi Legge 388/2000;Bar gastronomici e simili;Prodotti di gastronomia;BAR CAFFÈ";70;bar caffè
"VIA DELLE LEGHE N. 23 ; isolato:330; accesso: accesso esterno; (z.d. 2)";VIA ;DELLE LEGHE;23;2285;2;solo somministrazione;somministrazione;al tavolo;"Trattoria;Elettr.Automatici Meccaniche";130;trattoria
"PZA MORBEGNO N. 3 ; isolato:327; accesso: accesso esterno; (z.d. 2)";PZA ;MORBEGNO;3;2289;2;somministrazione/minuto;somministrazione;al banco;"BAR CAFFÈ;Prodotti di gastronomia;Giochi Legge 388/2000";32;bar caffè
"VLE BRIANZA N. 36 ; isolato:339; accesso: accesso esterno; (z.d. 2)";VLE ;BRIANZA;36;2263;2;solo somministrazione;somministrazione;misto;"Giochi Legge 388/2000;Bar gastronomici e simili;Tavola fredda;Cibi cotti preconfezionati;BAR CAFFÈ;Genere Merceol.Autorizz.Sanit.";90;bar caffè
"VLE BRIANZA N. 30 ; isolato:340; accesso: accesso esterno; (z.d. 2)";VLE ;BRIANZA;30;2263;2;solo somministrazione;somministrazione;al banco;"BAR CAFFÈ;Cibi cotti preconfezionati;Giochi Legge 388/2000;BAR CAFFÈ E SIMILI";60;cibi cotti preconfezionati
"VLE BRIANZA N. 30 ; isolato:340; accesso: accesso esterno; (z.d. 2)";VLE ;BRIANZA;30;2263;2;solo somministrazione;somministrazione;misto;"Cibi cotti;Pizzerie e simili;BAR CAFFÈ E SIMILI;BAR CAFFÈ;Genere Merceol.Autorizz.Sanit.";82;pizzeria
"VLE MONZA N. 61 ; isolato:331; accesso: accesso esterno; (z.d. 2)";VLE ;MONZA;61;2274;2;solo somministrazione;somministrazione;al banco;"Prodotti di gastronomia;Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ;Tavola fredda;Bar gastronomici e simili";31;bar caffè
"VLE MONZA N. 51 ; isolato:331; accesso: accesso esterno; (z.d. 2)";VLE ;MONZA;51;2274;2;;somministrazione;al tavolo;"Pizzerie e simili;BAR CAFFÈ;Genere Merceol.Autorizz.Sanit.;Ristorante;Pizzeria;Ristorante, trattoria, osteria";70;ristorante
"VLE MONZA num.043/c /c; isolato:346; accesso: accesso esterno; (z.d. 2)";;;;;;;somministrazione;al banco;"BAR CAFFÈ E SIMILI;Tavola fredda;Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ";21;bar caffè
"VLE MONZA N. 109 ; isolato:294; accesso: accesso esterno; (z.d. 2)";VLE ;MONZA;109;2274;2;solo somministrazione;somministrazione;al tavolo;"Pizzeria;BAR CAFFÈ E SIMILI;Ristorante;Pizzerie e simili;Ristorante, trattoria, osteria;Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ";145;pizzeria
"VIA VENINI GIULIO E CORRADO N. 64 ; isolato:330; accesso: accesso esterno; (z.d. 2)";VIA ;VENINI GIULIO E CORRADO;64;2258;2;solo somministrazione;somministrazione;al banco;"Bar gastronomici e simili;BAR CAFFÈ;Giochi Legge 388/2000;Cibi cotti preconfezionati";47;bar caffè
"VIA VENINI GIULIO E CORRADO N. 59 ; isolato:329; accesso: accesso esterno; (z.d. 2)";VIA ;VENINI GIULIO E CORRADO;59;2258;2;solo somministrazione;somministrazione;al tavolo;"Ristorante, trattoria, osteria;Genere Merceol.Autorizz.Sanit.;Trattoria";40;ristorante
"VIA VENINI GIULIO E CORRADO N. 54 ; isolato:330; accesso: accesso esterno; (z.d. 2)";VIA ;VENINI GIULIO E CORRADO;54;2258;2;solo somministrazione;somministrazione;misto;"Genere Merceol.Autorizz.Sanit.;Trattoria;Ristorante, trattoria, osteria;LETT. GIOCHI LECITI + SOCIETA';BAR CAFFÈ E SIMILI";88;trattoria
"LGO F.LLI CERVI N. 1 ; isolato:343; accesso: accesso esterno; (z.d. 2)";LGO ;F.LLI CERVI;1;2218;2;solo somministrazione;somministrazione;al banco;;30;bar caffè
"VIA VENINI GIULIO E CORRADO N. 37 ; isolato:342; accesso: accesso esterno; (z.d. 2)";VIA ;VENINI GIULIO E CORRADO;37;2258;2;solo somministrazione;somministrazione;misto;"Bar gastronomici e simili;BAR CAFFÈ E SIMILI";26;bar caffè
"VIA VENINI GIULIO E CORRADO N. 27 ; isolato:341; accesso: accesso esterno; (z.d. 2)";VIA ;VENINI GIULIO E CORRADO;27;2258;2;somministrazione/minuto;somministrazione;al banco;"Bar gastronomici e simili;BAR CAFFÈ E SIMILI;Prodotti di gastronomia;Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ";60;bar caffè
"VIA VENINI GIULIO E CORRADO N. 55 ; isolato:329; accesso: accesso esterno; (z.d. 2)";VIA ;VENINI GIULIO E CORRADO;55;2258;2;solo somministrazione;somministrazione;misto;"Tavola calda;BAR CAFFÈ;Tavola fredda;Pizzeria";56;bar caffè
"VIA VENINI GIULIO E CORRADO N. 90 ; isolato:306; accesso: accesso esterno; (z.d. 2)";VIA ;VENINI GIULIO E CORRADO;90;2258;2;solo somministrazione;somministrazione;al tavolo;"Pizzeria;Trattoria;BAR CAFFÈ;Genere Merceol.Autorizz.Sanit.;Elettr.Automatici Meccaniche";59;ristorante
"VIA CAVALCANTI GUIDO N. 2 ; isolato:327; accesso: accesso esterno; (z.d. 2)";VIA ;CAVALCANTI GUIDO;2;2286;2;solo somministrazione;somministrazione;misto;"Pizzeria;Ristorante, trattoria, osteria;BAR CAFFÈ;Trattoria;Pizzerie e simili;Genere Merceol.Autorizz.Sanit.";68;trattoria
"VIA SOPERGA N. 52 ; isolato:341; accesso: accesso esterno; (z.d. 2)";VIA ;SOPERGA;52;2262;2;;somministrazione;al banco;"Prodotti di gastronomia;Tavola fredda;Bar gastronomici e simili;Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ";25;bar caffè
"VIA MARTIRI OSCURI N. 15 ; isolato:320; accesso: accesso esterno; (z.d. 2)";VIA ;MARTIRI OSCURI;15;2291;2;solo somministrazione;somministrazione;misto;"Tavola fredda;BAR CAFFÈ;Genere Merceol.Autorizz.Sanit.;Cibi cotti preconfezionati;Giochi Legge 388/2000";90;bar caffè
"VIA SAULI SANT' ALESSANDRO N. 9 ; isolato:346; accesso: accesso esterno; (z.d. 2)";VIA ;SAULI SANT' ALESSANDRO;9;2273;2;solo somministrazione;somministrazione;al banco;"Bar gastronomici e simili;Genere Merceol.Autorizz.Sanit.;Prodotti di gastronomia;BAR CAFFÈ E SIMILI;BAR CAFFÈ";33;bar caffè
"VIA SAULI SANT' ALESSANDRO N. 28 ; isolato:329; accesso: accesso esterno; (z.d. 2)";VIA ;SAULI SANT' ALESSANDRO;28;2273;2;solo somministrazione;somministrazione;al banco;"Giochi Legge 388/2000;BAR CAFFÈ;Bar gastronomici e simili;Tavola fredda";60;bar caffè
"VIA MAROCCO PIETRO N. 12 ; isolato:341; accesso: accesso esterno; (z.d. 2)";VIA ;MAROCCO PIETRO;12;2265;2;solo somministrazione;somministrazione;al tavolo;"Genere Merceol.Autorizz.Sanit.;Trattoria;Pizzeria;Ristorante, trattoria, osteria";88;trattoria
"VIA OXILIA NINO N. 26 ; isolato:327; accesso: accesso esterno; (z.d. 2)";VIA ;OXILIA NINO;26;2287;2;solo somministrazione;somministrazione;al banco;"Bar gastronomici e simili;Prodotti di gastronomia;Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ";58;bar caffè
"VIA CRESPI PIETRO N. 14 ; isolato:325; accesso: accesso esterno; (z.d. 2)";VIA ;CRESPI PIETRO;14;2296;2;solo somministrazione;somministrazione;misto;"Tavola fredda;Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ E SIMILI;Ristorante, trattoria, osteria;Ristorante;BAR CAFFÈ";89;trattoria
"VIA CRESPI PIETRO N. 13 ; isolato:333; accesso: accesso esterno; (z.d. 2)";VIA ;CRESPI PIETRO;13;2296;2;solo somministrazione;somministrazione;al banco;"Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ E SIMILI;BAR CAFFÈ;Giochi Legge 388/2000";63;bar caffè
"VIA BOLZANO N. 23 ; isolato:309; accesso: accesso esterno; (z.d. 2)";VIA ;BOLZANO;23;2312;2;solo somministrazione;somministrazione;al banco;"Bar gastronomici e simili;Genere Merceol.Autorizz.Sanit.;Tavola fredda;BAR CAFFÈ";50;bar caffè
"VIA PRIA FORA' N. 1 ; isolato:314; accesso: accesso esterno; (z.d. 2)";VIA ;PRIA FORA';1;2217;2;solo somministrazione;somministrazione;al tavolo;"Pizzeria;Genere Merceol.Autorizz.Sanit.;Ristorante, trattoria, osteria;Ristorante;Pizzerie e simili;BAR CAFFÈ";80;pizzeria
"VIA TEMPERANZA N. 5 ; isolato:348; accesso: accesso esterno; (z.d. 2)";VIA ;TEMPERANZA;5;2282;2;solo somministrazione;somministrazione;al tavolo;"Ristorante, trattoria, osteria;Trattoria";84;trattoria
"VIA STAZIO CECILIO N. 11 ; isolato:350; accesso: accesso esterno; (z.d. 2)";VIA ;STAZIO CECILIO;11;2280;2;solo somministrazione;somministrazione;al banco;"Bar gastronomici e simili;BAR CAFFÈ;Tavola fredda;Prodotti di gastronomia;Genere Merceol.Autorizz.Sanit.";47;bar caffè
"VIA ROGGIA SCAGNA N. 1 ; isolato:323; accesso: accesso esterno; (z.d. 2)";VIA ;ROGGIA SCAGNA;1;2299;2;solo somministrazione;somministrazione;al banco;"Bar gastronomici e simili;Tavola fredda;Cibi cotti preconfezionati;BAR CAFFÈ;Giochi Legge 388/2000";40;bar caffè
"PZA SIRE RAUL N. 1 angolo via clitumno; isolato:318; accesso: accesso esterno; (z.d. 2)";PZA ;SIRE RAUL;1;2391;2;;somministrazione;al banco;"Bar gastronomici e simili;BAR CAFFÈ;Cibi cotti preconfezionati;Genere Merceol.Autorizz.Sanit.;Tavola fredda";54;bar caffè
"VIA BAMBAIA N. 2 ; isolato:353; accesso: accesso esterno; (z.d. 2)";VIA ;BAMBAIA;2;2278;2;solo somministrazione;somministrazione;misto;"Trattoria;Pizzeria;Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ;Pizzerie e simili;Ristorante, trattoria, osteria";64;bar caffè
"VIA CONEGLIANO N. 5 ; isolato:335; accesso: accesso esterno; (z.d. 2)";VIA ;CONEGLIANO;5;2359;2;solo somministrazione;somministrazione;misto;"BAR CAFFÈ;Ristorante;Ristorante, trattoria, osteria;Genere Merceol.Autorizz.Sanit.;Bar gastronomici e simili";61;bar caffè
"VIA GIACOSA GIUSEPPE N. 11 ; isolato:334; accesso: accesso esterno; (z.d. 2)";VIA ;GIACOSA GIUSEPPE;11;2310;2;solo somministrazione;somministrazione;misto;"Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ;Cibi cotti preconfezionati;Bar gastronomici e simili;Giochi Legge 388/2000;Tavola fredda";71;bar caffè
"VIA LEONCAVALLO RUGGERO N. 43 ; isolato:318; accesso: accesso esterno; (z.d. 2)";VIA ;LEONCAVALLO RUGGERO;43;2389;2;solo somministrazione;somministrazione;al tavolo;"Genere Merceol.Autorizz.Sanit.;Ristorante, trattoria, osteria;BAR CAFFÈ E SIMILI;BAR CAFFÈ;Pizzerie e simili;Trattoria";86;ristorante
"VIA CHAVEZ GIORGIO N. 4 ; isolato:338; accesso: accesso esterno; (z.d. 2)";VIA ;CHAVEZ GIORGIO;4;2365;2;solo somministrazione;somministrazione;al tavolo;"Trattoria;Pizzeria;BAR CAFFÈ";199;trattoria
"VIA ROVERETO N. 12 ; isolato:312; accesso: accesso esterno; (z.d. 2)";VIA ;ROVERETO;12;2300;2;solo somministrazione;somministrazione;al banco;"BAR CAFFÈ E SIMILI;Tavola fredda;Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ";55;bar caffè
"VIA ROVERETO N. 5 ; isolato:323; accesso: accesso esterno; (z.d. 2)";VIA ;ROVERETO;5;2300;2;solo somministrazione;somministrazione;misto;"Ristorante, trattoria, osteria;Wine,birr.,pub enot.,caff.,the;BAR CAFFÈ E SIMILI;Cucina tipica lombarda";60;trattoria
"VIA PASTEUR LUIGI N. 25 ; isolato:352; accesso: accesso esterno; (z.d. 2)";VIA ;PASTEUR LUIGI;25;2283;2;solo somministrazione;somministrazione;al tavolo;"Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ E SIMILI;Ristorante;BAR CAFFÈ;Ristorante, trattoria, osteria";100;ristorante
"VIA PASTEUR LUIGI N. 2 ; isolato:349; accesso: accesso esterno; (z.d. 2)";VIA ;PASTEUR LUIGI;2;2283;2;solo somministrazione;somministrazione;al banco;"Bar gastronomici e simili;BAR CAFFÈ E SIMILI";45;bar caffè
"VIA MARCO AURELIO N. 5 ; isolato:333; accesso: accesso esterno; (z.d. 2)";VIA ;MARCO AURELIO;5;2298;2;solo somministrazione;somministrazione;misto;"Genere Merceol.Autorizz.Sanit.;Trattoria;BAR CAFFÈ";49;trattoria
"VIA MARCO AURELIO N. 64 ; isolato:326; accesso: accesso esterno; (z.d. 2)";VIA ;MARCO AURELIO;64;2298;2;solo somministrazione;somministrazione;al tavolo;"Tavola calda;Genere Merceol.Autorizz.Sanit.;Pizzeria;Ristorante, trattoria, osteria;Trattoria";101;ristorante
"VIA MARCO AURELIO N. 8 ; isolato:334; accesso: accesso esterno; (z.d. 2)";VIA ;MARCO AURELIO;8;2298;2;solo somministrazione;somministrazione;al tavolo;"Genere Merceol.Autorizz.Sanit.;Tavola calda;BAR CAFFÈ;Tavola fredda;Cibi cotti preconfezionati";55;tavola calda
"VIA MARCO AURELIO N. 44 ; isolato:326; accesso: accesso esterno; (z.d. 2)";VIA ;MARCO AURELIO;44;2298;2;solo somministrazione;somministrazione;misto;"Prodotti di gastronomia;Bar gastronomici e simili;BAR CAFFÈ";77;bar caffè
"VIA DEI TRANSITI N. 20 ; isolato:332; accesso: accesso esterno; (z.d. 2)";VIA ;DEI TRANSITI;20;2284;2;solo somministrazione;somministrazione;al banco;"BAR CAFFÈ E SIMILI;Bar gastronomici e simili;BAR CAFFÈ;Prodotti di gastronomia;Genere Merceol.Autorizz.Sanit.;Tavola fredda";54;bar caffè
"VIA DEI TRANSITI N. 26 ; isolato:332; accesso: accesso esterno; (z.d. 2)";VIA ;DEI TRANSITI;26;2284;2;solo somministrazione;somministrazione;al tavolo;"Pizzerie e simili;Trattoria;Genere Merceol.Autorizz.Sanit.;Pizzeria;Ristorante, trattoria, osteria";66;ristorante
"VIA COSTA ANDREA N. 11 ; isolato:353; accesso: accesso esterno; (z.d. 2)";VIA ;COSTA ANDREA;11;2276;2;;somministrazione;al banco;"Cibi cotti preconfezionati;Genere Merceol.Autorizz.Sanit.;Tavola fredda;Bar gastronomici e simili;BAR CAFFÈ";64;bar caffè
"VIA PADOVA N. 94 ; isolato:318; accesso: accesso esterno; (z.d. 2)";VIA ;PADOVA;94;2275;2;solo somministrazione;somministrazione;misto;"Ristorante;Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ";94;bar caffè
"VIA PADOVA N. 92 ; isolato:318; accesso: accesso esterno; (z.d. 2)";VIA ;PADOVA;92;2275;2;somministrazione/minuto;somministrazione;al banco;"Genere Merceol.Autorizz.Sanit.;Tavola fredda;BAR CAFFÈ;BAR CAFFÈ E SIMILI";100;bar caffè
"VIA PADOVA N. 64 ; isolato:335; accesso: accesso esterno; (z.d. 2)";VIA ;PADOVA;64;2275;2;solo somministrazione;somministrazione;misto;"Bar pasticc.gelat.crem.creper.;Prodotti di gastronomia;BAR CAFFÈ;Genere Merceol.Autorizz.Sanit.";40;bar caffè
"VIA PADOVA N. 31 ; isolato:349; accesso: accesso esterno; (z.d. 2)";VIA ;PADOVA;31;2275;2;;somministrazione;misto;"Ristorante, trattoria, osteria;Pizzeria;BAR CAFFÈ;Genere Merceol.Autorizz.Sanit.;Trattoria";73;pizzeria
"VIA PADOVA N. 40 ; isolato:353; accesso: accesso esterno; (z.d. 2)";VIA ;PADOVA;40;2275;2;solo somministrazione;somministrazione;al banco;"BAR CAFFÈ E SIMILI;Tavola fredda;Genere Merceol.Autorizz.Sanit.;Prodotti di gastronomia;BAR CAFFÈ";93;bar caffè
"VIA PADOVA N. 2 ; isolato:358; accesso: accesso esterno; (z.d. 2)";VIA ;PADOVA;2;2275;2;;somministrazione;misto;"Tavola fredda;Bar gastronomici e simili;BAR CAFFÈ";27;bar caffè
"VIA PADOVA N. 84 ; isolato:337; accesso: accesso esterno; (z.d. 2)";VIA ;PADOVA;84;2275;2;solo somministrazione;somministrazione;misto;"Genere Merceol.Autorizz.Sanit.;Ristorante, trattoria, osteria;BAR CAFFÈ E SIMILI;Ristorante;BAR CAFFÈ";71;bar caffè
