Ubicazione;TipoVia;DescrizioneVia;Civico;CodiceVia;ZD;insegna;settore_merceologico;superficie_altri_usi;superficie_totale;superficie_vendita
VIA SACCO LUIGI N. 3 (z.d. 7);VIA ;SACCO LUIGI;3;6275;7;;Non Alimentare;;1;1
VLE TESTI FULVIO N. 70 (z.d. 9);VLE ;TESTI FULVIO;70;1441;9;;Non Alimentare;64;65;1
VIA MUZIO SCEVOLA N. 6 (z.d. 3);VIA ;MUZIO SCEVOLA;6;2663;3;;Non Alimentare;;42;1
VIA TERMOPILI N. 29 (z.d. 2);VIA ;TERMOPILI;29;2297;2;;Alimentare;;1;1
VIA AGNELLO N. 18 (z.d. 1);VIA ;AGNELLO;18;209;1;;Non Alimentare;248;249;1
VIA CADORE N. 6 (z.d. 4);VIA ;CADORE;6;3077;4;;Alimentare;36;37;1
VLE CALDARA EMILIO N. 20 (z.d. 1);VLE ;CALDARA EMILIO;20;4036;1;;Non Alimentare;;90;1
CSO DI PORTA TICINESE N. 6 (z.d. 1);CSO ;DI PORTA TICINESE;6;541;1;;Alimentare;42;43;1
VIA PRESOLANA N. 8 (z.d. 4);VIA ;PRESOLANA;8;3190;4;;Non Alimentare;;32;1
VIA ADIGE N. 10 (z.d. 5);VIA ;ADIGE;10;4216;5;;Non Alimentare;39;40;1
PZA GOBETTI PIETRO N. 2 (z.d. 3);PZA ;GOBETTI PIETRO;2;2561;3;;Alimentare;;45;1
VIA SAN CALIMERO N. 1 (z.d. 1);VIA ;SAN CALIMERO;1;4014;1;;Non Alimentare;;63;1
VIA FESTA DEL PERDONO N. 10 (z.d. 1);VIA ;FESTA DEL PERDONO;10;327;1;;Non Alimentare;129;130;1
VLE FAMAGOSTA N. 48 (z.d. 6);VLE ;FAMAGOSTA;48;5353;6;;Non Alimentare;86;87;1
VIA LORENTEGGIO N. 163 f.510 - m.49 - s.3 (z.d. 6);VIA ;LORENTEGGIO;163;5132;6;;Alimentare;34;35;1
VIA TIRABOSCHI GEROLAMO N. 1 (z.d. 4);VIA ;TIRABOSCHI GEROLAMO;1;4072;4;;Alimentare;20;21;1
VIA SAN MAURILIO N. 18 (z.d. 1);VIA ;SAN MAURILIO;18;563;1;;Alimentare;57;58;1
"VIA MORGANTINI MARIO N. 11 ; isolato:280; accesso: accesso esterno; (z.d. 7)";VIA ;MORGANTINI MARIO;11;6568;7;;"Alimentare;Non Alimentare";148;150;2
"VIA ZURIGO N. 24 ; isolato:213; accesso: accesso esterno; (z.d. 7)";VIA ;ZURIGO;24;6318;7;;alimentare;30;32;2
"VIA FARINI CARLO N. 38 ; isolato:256; accesso: accesso esterno; (z.d. 9)";VIA ;FARINI CARLO;38;1114;9;;Alimentare;170;172;2
"VIA PERGOLESI GIOVANNI BATTISTA N. 3 ; isolato:026; accesso: accesso esterno; (z.d. 3)";VIA ;PERGOLESI GIOVANNI BATTISTA;3;2231;3;la bottega del gelato;Alimentare;89;91;2
"VIA WASHINGTON GIORGIO N. 111 ; isolato:003; accesso: accesso esterno; (z.d. 6)";VIA ;WASHINGTON GIORGIO;111;6111;6;autolavaggio;tabella speciale carburanti;800;802;2
"VIA GRASSI GIOVANNI BATTISTA N. 15 centro strada; isolato:088; pto strada:cs; accesso: accesso esterno; (z.d. 8)";VIA ;GRASSI GIOVANNI BATTISTA;15;7465;8;;tabella speciale carburanti;;2;2
"VIA MANZONI ALESSANDRO N. 39 ;via manzoni alessandro 039; isolato:183; accesso: accesso esterno; (z.d. 1)";VIA ;MANZONI ALESSANDRO;39;230;1;;tabella speciale monopolio;66;68;2
"VIA DELL' UNIONE N. 2 ;via dell' unione 002; isolato:444; accesso: accesso esterno; (z.d. 1)";VIA ;DELL' UNIONE;2;521;1;bar tabacchi;"non alimentare;Tabella speciale Monopolio";;12;2
"VIA MERCATO N. 24 ;via mercato 024; isolato:306; accesso: accesso esterno; (z.d. 1)";VIA ;MERCATO;24;717;1;;Tabella speciale Monopolio;130;132;2
"PLE LAGOSTA N. 7 interno merc. comun. coperto; accesso: accesso interno; (z.d. 9)";PLE ;LAGOSTA;7;1155;9;;non alimentare;3;5;2
"VIA TABACCHI ODOARDO N. 22 centro strada; isolato:129; pto strada:cs; accesso: accesso esterno; (z.d. 5)";VIA ;TABACCHI ODOARDO;22;5223;5;;tabella speciale carburanti;;2;2
"VIA BRONI N. 5 ; isolato:110; accesso: accesso esterno; (z.d. 5)";VIA ;BRONI;5;4261;5;;non alimentare;;2;2
"VIA SILVA GUGLIELMO N. 10 ; isolato:172; pto strada:cs; accesso: accesso esterno; (z.d. 8)";VIA ;SILVA GUGLIELMO;10;6400;8;i.p.;tabella speciale carburanti;;2;2
"PZA DEL TRICOLORE N. 4 ; isolato:001; accesso: accesso esterno; (z.d. 1)";PZA ;DEL TRICOLORE;4;3047;1;tabaccheria 227;tabella speciale monopolio;33;35;2
"VIA CANONICA LUIGI N. 63 ang. paolo sarpi; isolato:105; accesso: accesso esterno; (z.d. 1)";VIA ;CANONICA LUIGI;63;7121;1;pubblicitaria rusconi;non alimentare;;2;2
"VIA ORNATO LUIGI N. 145 ; isolato:002; pto strada:cs; (z.d. 9)";VIA ;ORNATO LUIGI;145;1591;9;;tabella speciale carburanti;;2;2
"PZA LIMA N. 1 ; isolato:044; (z.d. 3)";PZA ;LIMA;1;2135;3;autogrill spa.;non alimentare;;2;2
"CSO VENTIDUE MARZO num.002; accesso: accesso esterno; (z.d. 4)";CSO ;VENTIDUE MARZO;;3074;4;autogrill spa.;non alimentare;;734;2
"VIA MERAVIGLI N. 2 angolo via dante;via meravigli 002; isolato:375; (z.d. 1)";VIA ;MERAVIGLI;2;614;1;;non alimentare;;346;2
"VIA MODICA N. 1 ; isolato:065; (z.d. 6)";VIA ;MODICA;1;5306;6;;alimentare;;2;2
"mm1 lima codvia 9108 num.000 ; accesso: accesso esterno; (z.d. 3)";;;;;;;alimentare;;2;2
"VIA CASCINA BIANCA N. 16 ; isolato:132; accesso: accesso esterno; (z.d. 6)";VIA ;CASCINA BIANCA;16;5454;6;;non alimentare;;2;2
"VIA MERAVIGLI N. 7 ;via meravigli 007; isolato:407; accesso: accesso esterno; (z.d. 1)";VIA ;MERAVIGLI;7;614;1;bigiotteria;non alimentare;;2;2
"CSO ITALIA N. 36 ;cso italia 036; isolato:273; accesso: accesso esterno; (z.d. 1)";CSO ;ITALIA;36;526;1;gemal sas. di g.e m.;non alimentare;;2;2
"CSO DI PORTA ROMANA N. 96 ;cso di porta romana 096; isolato:118; accesso: accesso esterno; (z.d. 1)";CSO ;DI PORTA ROMANA;96;402;1;;non alimentare;;2;2
"CSO SAN GOTTARDO N. 34 ; isolato:113; accesso: accesso esterno; (z.d. 5)";CSO ;SAN GOTTARDO;34;5203;5;;non alimentare;;2;2
"VLE SAN GIMIGNANO N. 13 ; isolato:037; (z.d. 6)";VLE ;SAN GIMIGNANO;13;6613;6;;tabella speciale monopolio;;2;2
"VIA TOLSTOI LEONE N. 37 ; isolato:151; accesso: accesso esterno; (z.d. 6)";VIA ;TOLSTOI LEONE;37;5133;6;pecchia;non alimentare;;47;2
"VIA FARINI CARLO N. 44 ; isolato:256; accesso: accesso esterno; (z.d. 9)";VIA ;FARINI CARLO;44;1114;9;;alimentare;;40;2
"VIA MONTECUCCOLI RAIMONDO N. 8 ; isolato:036; accesso: accesso esterno; (z.d. 6)";VIA ;MONTECUCCOLI RAIMONDO;8;6650;6;alimenti tipici giappones;"Alimentare;Non Alimentare";96;98;2
"VIA DELLA PALLA N. 5 ;via della palla 005; isolato:442; accesso: accesso esterno; (z.d. 1)";VIA ;DELLA PALLA;5;586;1;bigiotteria;non alimentare;;23;2
"VLE REGINA GIOVANNA N. 30 ; isolato:147; accesso: accesso esterno; (z.d. 3)";VLE ;REGINA GIOVANNA;30;2157;3;;non alimentare;;80;2
"VLE FAMAGOSTA N. 75 ; isolato:050; accesso: accesso esterno; (z.d. 6)";VLE ;FAMAGOSTA;75;5353;6;;tabella speciale monopolio;;103;2
"VIA SANTA RITA DA CASCIA N. 74 ; isolato:063; accesso: accesso esterno; (z.d. 6)";VIA ;SANTA RITA DA CASCIA;74;5301;6;;non alimentare;;61;2
"VIA TORINO N. 47 ;via torino 047; isolato:427; accesso: accesso esterno; (z.d. 1)";VIA ;TORINO;47;543;1;;non alimentare;215;217;2
"PZA DUCA D'AOSTA N. 12 ; isolato:038; accesso: accesso esterno; (z.d. 2)";PZA ;DUCA D'AOSTA;12;1200;2;;non alimentare;180;182;2
"VLE MONZA N. 112 ; isolato:269; accesso: accesso esterno; (z.d. 2)";VLE ;MONZA;112;2274;2;;non alimentare;43;45;2
"CSO VENTIDUE MARZO N. 19 ; isolato:035; accesso: accesso esterno; (z.d. 4)";CSO ;VENTIDUE MARZO;19;3074;4;;non alimentare;;150;2
"PZA SANT' EUSTORGIO N. 4 ; isolato:125; accesso: accesso esterno; (z.d. 1)";PZA ;SANT' EUSTORGIO;4;5186;1;;alimentare;;31;2
"VIA CESARE DA SESTO N. 1 ; isolato:058; accesso: accesso esterno; (z.d. 1)";VIA ;CESARE DA SESTO;1;5101;1;;non alimentare;26;28;2
"CSO DI PORTA ROMANA N. 107 ; isolato:038; accesso: accesso esterno; (z.d. 1)";CSO ;DI PORTA ROMANA;107;402;1;;non alimentare;38;40;2
"VIA OLGETTINA N. 60 ; isolato:004; accesso: accesso esterno; (z.d. 3)";VIA ;OLGETTINA;60;2530;3;;non alimentare;;51;2
"PZA CANEVA CARLO N. 7 ; isolato:023; accesso: accesso esterno; (z.d. 8)";PZA ;CANEVA CARLO;7;7185;8;;non alimentare;33;35;2
"VLE LOMBARDIA N. 64 ; isolato:008; (z.d. 3)";VLE ;LOMBARDIA;64;2400;3;;alimentare;31;33;2
"VIA TADINO ALESSANDRO N. 13 ; isolato:104; accesso: accesso esterno; (z.d. 3)";VIA ;TADINO ALESSANDRO;13;2109;3;;alimentare;53;55;2
"VIA SFORZA ASCANIO N. 29 ; isolato:094; (z.d. 5)";VIA ;SFORZA ASCANIO;29;5201;5;;alimentare;38;40;2
"VIA COLLECCHIO N. 2 ; isolato:103; accesso: accesso esterno; (z.d. 8)";VIA ;COLLECCHIO;2;6459;8;;tabella speciale monopolio;129;131;2
"CSO EUROPA N. 12 ;cso europa 012; isolato:317; (z.d. 1)";CSO ;EUROPA;12;300;1;;non alimentare;;2;2
"VIA FILZI FABIO N. 8 ; isolato:310; (z.d. 2)";VIA ;FILZI FABIO;8;1190;2;;non alimentare;;2;2
"VLE MONTE NERO N. 28 ; isolato:134; accesso: accesso esterno; (z.d. 4)";VLE ;MONTE NERO;28;3062;4;;non alimentare;;2;2
"VIA FOSCOLO UGO N. 1 num.001/3; (z.d. 1)";VIA ;FOSCOLO UGO;1;205;1;;non alimentare;;2;2
"VIA CABELLA BARTOLOMEO N. 4 ; isolato:149; accesso: accesso esterno; (z.d. 7)";VIA ;CABELLA BARTOLOMEO;4;6778;7;gabry s parrucchiere;non alimentare;68;70;2
"VIA SOLARI ANDREA N. 6 ; isolato:019; accesso: accesso esterno; (z.d. 6)";VIA ;SOLARI ANDREA;6;5111;6;;alimentare;83;85;2
"VIA GRASSI GIOVANNI BATTISTA N. 4 ; isolato:092; accesso: accesso esterno; (z.d. 8)";VIA ;GRASSI GIOVANNI BATTISTA;4;7465;8;;tabella speciale monopolio;91;93;2
"VIA BIZZONI ACHILLE N. 7 ; isolato:101; accesso: accesso esterno; (z.d. 2)";VIA ;BIZZONI ACHILLE;7;1359;2;;alimentare;58;60;2
"VIA RUCELLAI BERNARDO N. 50 ; isolato:068; accesso: accesso esterno; (z.d. 2)";VIA ;RUCELLAI BERNARDO;50;2345;2;;tabella speciale monopolio;71;73;2
"VLE MONZA N. 150 ; isolato:147; accesso: accesso esterno; (z.d. 2)";VLE ;MONZA;150;2274;2;;non alimentare;58;60;2
"VIA MEDA GIUSEPPE N. 6 ; isolato:127; accesso: accesso esterno; (z.d. 5)";VIA ;MEDA GIUSEPPE;6;5242;5;;alimentare;46;48;2
"VIA LANINO BERNARDINO N. 9 ; isolato:007; accesso: accesso esterno; (z.d. 6)";VIA ;LANINO BERNARDINO;9;6105;6;;non alimentare;28;30;2
VIA DELLA PORTA GIACOMO N. 1 (z.d. 9);VIA ;DELLA PORTA GIACOMO;1;1645;9;;non alimentare;;2;2
"VLE MONTE NERO N. 25 ; isolato:133; (z.d. 1)";VLE ;MONTE NERO;25;3062;1;my doner kebab;alimentare;48;50;2
"VIA DEI TULIPANI N. 2 ; isolato:140; (z.d. 6)";VIA ;DEI TULIPANI;2;6713;6;;non alimentare;78;80;2
"VIA SULMONA N. 23 ; isolato:007; (z.d. 4)";VIA ;SULMONA;23;4180;4;;alimentare;;30;2
"mm1 urugua codvia 9129 num.000 ; ()";;;;;;;tabella speciale monopolio;;36;2
"VLE PIAVE N. 7 ; isolato:164; (z.d. 1)";VLE ;PIAVE;7;2179;1;;non alimentare;138;140;2
"VIA NOVARA N. 15 ; isolato:105; (z.d. 7)";VIA ;NOVARA;15;6624;7;;non alimentare;;15;2
"interno parco sempione codvia 7104 num.000 ; ()";;;;;;;non alimentare;34;36;2
"VIA RONCHI N. 39 ; isolato:066; (z.d. 3)";VIA ;RONCHI;39;2655;3;;non alimentare;27;29;2
"VIA CHOPIN FEDERICO N. 50 ; isolato:183; (z.d. 5)";VIA ;CHOPIN FEDERICO;50;4297;5;;tabella speciale monopolio;118;130;2
"VIA ALBERTINELLI MARIOTTO N. 9 ; isolato:247; accesso: accesso esterno; (z.d. 7)";VIA ;ALBERTINELLI MARIOTTO;9;6561;7;;tabella speciale monopolio;86;88;2
"VIA DEGLI ARCIMBOLDI N. 2 ;via degli arcimboldi 002; isolato:444; (z.d. 1)";VIA ;DEGLI ARCIMBOLDI;2;522;1;;alimentare;55;57;2
"PLE MARTINI FERDINANDO N. 2 ; isolato:077; (z.d. 4)";PLE ;MARTINI FERDINANDO;2;3219;4;;non alimentare;;25;2
"CSO DI PORTA VITTORIA N. 32 ; isolato:109; (z.d. 1)";CSO ;DI PORTA VITTORIA;32;3016;1;;non alimentare;;95;2
"VIA CASELLA GIOVANNI BATTISTA N. 57 ; isolato:243; (z.d. 8)";VIA ;CASELLA GIOVANNI BATTISTA;57;7382;8;;non alimentare;;55;2
"VIA MARONCELLI PIETRO N. 19 ; isolato:313; (z.d. 9)";VIA ;MARONCELLI PIETRO;19;1113;9;;alimentare;;39;2
"PZA SAN GIUSEPPE N. 11 ; isolato:025; (z.d. 9)";PZA ;SAN GIUSEPPE;11;1442;9;;non alimentare;;46;2
"VIA GIAMBELLINO N. 136 ; isolato:136; (z.d. 6)";VIA ;GIAMBELLINO;136;5136;6;;alimentare;;28;2
"VIA MAC MAHON N. 46 ; isolato:314; (z.d. 8)";VIA ;MAC MAHON;46;7221;8;;alimentare;;63;2
"PZA ARGENTINA N. 3 ; isolato:016; (z.d. 3)";PZA ;ARGENTINA;3;2233;3;;alimentare;;35;2
"VIA SAN VITTORE N. 2 ;via san vittore 002; isolato:282; (z.d. 1)";VIA ;SAN VITTORE;2;647;1;;non alimentare;;50;2
"VIA NEGROLI N. 14 ; isolato:258; (z.d. 4)";VIA ;NEGROLI;14;3279;4;;non alimentare;;16;2
"VIA RAVIZZA CARLO N. 8 ; isolato:194; (z.d. 7)";VIA ;RAVIZZA CARLO;8;6285;7;;alimentare;;33;2
"VIA DRAGO MARIA N. 1 ; isolato:092; (z.d. 8)";VIA ;DRAGO MARIA;1;7464;8;;alimentare;;51;2
"CSO SAN GOTTARDO N. 15 ; isolato:095; (z.d. 5)";CSO ;SAN GOTTARDO;15;5203;5;;alimentare;;22;2
"VIA FERRARI GAUDENZIO N. 6 ; isolato:056; (z.d. 1)";VIA ;FERRARI GAUDENZIO;6;5167;1;;alimentare;;113;2
"VIA WATT GIACOMO N. 4 ; isolato:004; (z.d. 6)";VIA ;WATT GIACOMO;4;5292;6;;alimentare;31;33;2
"VIA FARINI CARLO N. 72 ; isolato:204; (z.d. 9)";VIA ;FARINI CARLO;72;1114;9;;alimentare;;80;2
VIA DEI MARTINITT N. 3 (z.d. 7);VIA ;DEI MARTINITT;3;6336;7;;non alimentare;58;60;2
VIA MERCANTINI LUIGI N. 18 (z.d. 9);VIA ;MERCANTINI LUIGI;18;1247;9;;alimentare;;99;2
VLE SUZZANI GIOVANNI N. 13 ();VLE ;SUZZANI GIOVANNI;13;1446;9;;non alimentare;;20;2
CSO LODI N. 105 (z.d. 4);CSO ;LODI;105;4068;4;;alimentare;;21;2
VIA MEDA GIUSEPPE N. 57 (z.d. 5);VIA ;MEDA GIUSEPPE;57;5242;5;;alimentare;;44;2
VIA BOSCOVICH RUGGERO N. 44 (z.d. 3);VIA ;BOSCOVICH RUGGERO;44;2131;3;;alimentare;95;97;2
"VIA CAGLIERO GIOVANNI N. 9 civico 9/bis; (z.d. 2)";VIA ;CAGLIERO GIOVANNI;9;1407;2;;alimentare;;41;2
VIA GIAMBELLINO N. 12 (z.d. 6);VIA ;GIAMBELLINO;12;5136;6;;alimentare;;2;2
VIA VEGLIA N. 7 (z.d. 9);VIA ;VEGLIA;7;1337;9;;alimentare;;45;2
VIA TEGLIO N. 2 (z.d. 9);VIA ;TEGLIO;2;1229;9;;alimentare;;48;2
"VIA SCHIAPARELLI GIOVANNI N. 1 spaccio interno; (z.d. 2)";VIA ;SCHIAPARELLI GIOVANNI;1;1211;2;;non alimentare;;530;2
VIA MONTE POPERA N. 6 (z.d. 4);VIA ;MONTE POPERA;6;4365;4;;alimentare;;49;2
VIA VIGEVANO N. 1 (z.d. 6);VIA ;VIGEVANO;1;5116;6;;non alimentare;;81;2
PZA PASOLINI GIUSEPPE N. 2 (z.d. 9);PZA ;PASOLINI GIUSEPPE;2;1327;9;;alimentare;;45;2
VIA BASSINI EDOARDO N. 49 (z.d. 3);VIA ;BASSINI EDOARDO;49;2587;3;;alimentare;35;37;2
VIA MEDEGHINO N. 4 (z.d. 5);VIA ;MEDEGHINO;4;5335;5;;alimentare;;65;2
VLE MONZA N. 311 (z.d. 2);VLE ;MONZA;311;2274;2;;alimentare;;56;2
VIA BRIOSCHI FRANCESCO N. 41 (z.d. 5);VIA ;BRIOSCHI FRANCESCO;41;5243;5;;alimentare;;50;2
VIA FACCHINETTI CIPRIANO N. 2 (z.d. 4);VIA ;FACCHINETTI CIPRIANO;2;3365;4;;alimentare;;47;2
VIA PADOVA N. 95 (z.d. 2);VIA ;PADOVA;95;2275;2;;alimentare;;122;2
VLE ABRUZZI N. 21 (z.d. 3);VLE ;ABRUZZI;21;2177;3;;alimentare;;36;2
VIA INGANNI ANGELO N. 40 (z.d. 6);VIA ;INGANNI ANGELO;40;6672;6;;alimentare;19;33;2
"VIA TRIESTE num.019/c; (z.d. 7)";VIA ;TRIESTE;;6261;7;;non alimentare;;30;2
VIA BAMBAIA N. 10 (z.d. 2);VIA ;BAMBAIA;10;2278;2;;alimentare;;61;2
VIA BROGLIO EMILIO N. 19 ();VIA ;BROGLIO EMILIO;19;1246;9;;non alimentare;60;62;2
VLE CERTOSA N. 139 (z.d. 8);VLE ;CERTOSA;139;7174;8;;alimentare;;57;2
VIA COLA DI RIENZO N. 2 (z.d. 6);VIA ;COLA DI RIENZO;2;6094;6;;Alimentare;;45;2
VIA PINTURICCHIO N. 5 (z.d. 3);VIA ;PINTURICCHIO;5;2195;3;;"Alimentare;Non Alimentare";112;114;2
"VIA GUIDO D'AREZZO N. 6 interno studio medico; (z.d. 8)";VIA ;GUIDO D'AREZZO;6;6189;8;;;;250;2
VIA CARDUCCI GIOSUE' N. 11 (z.d. 1);VIA ;CARDUCCI GIOSUE';11;602;1;;Alimentare;22;24;2
VIA DIGIONE N. 3 (z.d. 7);VIA ;DIGIONE;3;6238;7;;Non Alimentare;24;26;2
VIA CADORE N. 21 (z.d. 4);VIA ;CADORE;21;3077;4;;Non Alimentare;53;55;2
VIA PARMIGIANINO N. 16 (z.d. 7);VIA ;PARMIGIANINO;16;6599;7;;Non Alimentare;114;116;2
VIA ARNALDO DA BRESCIA N. 3 (z.d. 9);VIA ;ARNALDO DA BRESCIA;3;1151;9;;Non Alimentare;108;110;2
VIA MARCELLO BENEDETTO N. 20 (z.d. 3);VIA ;MARCELLO BENEDETTO;20;2128;3;;Non Alimentare;75;77;2
VIA SERLIO SEBASTIANO N. 8/2 (z.d. 4);VIA ;SERLIO SEBASTIANO;8/2;4176;4;;Alimentare;26;28;2
VIA GRAZIOLI DON BARTOLOMEO N. 10 (z.d. 9);VIA ;GRAZIOLI DON BARTOLOMEO;10;1473;9;;Alimentare;35;37;2
VIA SAN RAFFAELE N. 6 (z.d. 1);VIA ;SAN RAFFAELE;6;207;1;;Alimentare;202;204;2
VIA PAMPURI FRA' RICCARDO N. 7 (z.d. 5);VIA ;PAMPURI FRA' RICCARDO;7;4322;5;;Non Alimentare;83;85;2
LGO GIAMBELLINO N. 122 (z.d. 6);LGO ;GIAMBELLINO;122;5395;6;;Alimentare;27;29;2
VIA RIPAMONTI GIUSEPPE N. 159 (z.d. 5);VIA ;RIPAMONTI GIUSEPPE;159;4066;5;;Alimentare;;2;2
VIA DELLA MAJELLA N. 2 (z.d. 3);VIA ;DELLA MAJELLA;2;2244;3;;Non Alimentare;14;16;2
VIA FOSCOLO UGO N. 3 (z.d. 1);VIA ;FOSCOLO UGO;3;205;1;;Alimentare;107;109;2
VIA NOVARA N. 373 dati catastali: foglio 286 mappale 22 subalterno 2 (z.d. 7);VIA ;NOVARA;373;6624;7;;Alimentare;40;42;2
VIA RIVA DI TRENTO N. 2 (z.d. 4);VIA ;RIVA DI TRENTO;2;4155;4;;Alimentare;33;35;2
VLE CORSICA N. 38 (z.d. 4);VLE ;CORSICA;38;3262;4;;Alimentare;82;84;2
VIA GALVANI LUIGI civico 23 int 9;;;;;;;Alimentare;118;120;2
VIA PAULUCCI DI CALBOLI FULCIERI N. 24 (z.d. 9);VIA ;PAULUCCI DI CALBOLI FULCIERI;24;1590;9;;Non Alimentare;81;83;2
VIA PALERMO N. 18 (z.d. 1);VIA ;PALERMO;18;1025;1;;Alimentare;59;61;2
VIA INAMA VIRGILIO N. 5 (z.d. 3);VIA ;INAMA VIRGILIO;5;3169;3;;Alimentare;31;33;2
VIA CREMA N. 23 (z.d. 5);VIA ;CREMA;23;4061;5;;Alimentare;45;47;2
VIA ADRIANO PUBLIO ELIO N. 100 (z.d. 2);VIA ;ADRIANO PUBLIO ELIO;100;2410;2;;Non Alimentare;;2;2
CSO LODI N. 1 (z.d. 4);CSO ;LODI;1;4068;4;;"Alimentare;Non Alimentare";124;126;2
VIA MOROSINI EMILIO N. 12 (z.d. 4);VIA ;MOROSINI EMILIO;12;3073;4;;Alimentare;30;32;2
VIA PORPORA NICOLA ANTONIO N. 109 (z.d. 3);VIA ;PORPORA NICOLA ANTONIO;109;2229;3;;Alimentare;52;54;2
VIA PEZZOTTI GIOVANNI N. 67 (z.d. 5);VIA ;PEZZOTTI GIOVANNI;67;5244;5;;Non Alimentare;;2;2
VIA MELZO N. 28 (z.d. 3);VIA ;MELZO;28;2184;3;;Alimentare;4;6;2
VIA MARSALA N. 4 (z.d. 1);VIA ;MARSALA;4;1035;1;;non alimentare;;54;2
PZA BAZZI GIOVANNI ANTONIO N. 2 (z.d. 6);PZA ;BAZZI GIOVANNI ANTONIO;2;6102;6;;Non Alimentare;47;49;2
ALZ NAVIGLIO PAVESE N. 2 (z.d. 6);ALZ ;NAVIGLIO PAVESE;2;5161;6;;Alimentare;;40;2
VLE MONZA N. 119 (z.d. 2);VLE ;MONZA;119;2274;2;;Alimentare;;;2
VIA MONTEGANI LODOVICO N. 19 (z.d. 5);VIA ;MONTEGANI LODOVICO;19;5330;5;;Non Alimentare;;2;2
VIA FORNARI PASQUALE N. 50 (z.d. 7);VIA ;FORNARI PASQUALE;50;6592;7;;Alimentare;;;2
VIA SFORZA ASCANIO N. 9 (z.d. 5);VIA ;SFORZA ASCANIO;9;5201;5;;Alimentare;29;31;2
CSO LODI N. 24 (z.d. 5);CSO ;LODI;24;4068;5;;Alimentare;43;45;2
VLE GIOVANNI DA CERMENATE N. 43 dati catastali foglio 579 mapp (particella) 163 sub 3 (z.d. 5);VLE ;GIOVANNI DA CERMENATE;43;5261;5;;Non Alimentare;19;21;2
VIA BALBO CESARE N. 13 (z.d. 5);VIA ;BALBO CESARE;13;4208;5;;"Alimentare;Non Alimentare";128;130;2
VIA COLLECCHIO N. 4 foglio 215 mappale 194 subalterno 5 (z.d. 8);VIA ;COLLECCHIO;4;6459;8;;Alimentare;40;42;2
VLE BEATRICE D'ESTE N. 15 f.477-m.100-s.705 (z.d. 1);VLE ;BEATRICE D'ESTE;15;4048;1;;"Alimentare;Non Alimentare";338;340;2
VIA CADORE N. 41 (z.d. 4);VIA ;CADORE;41;3077;4;;Alimentare;;;2
VIA PIERO DELLA FRANCESCA N. 56 foglio 261 mappale 88-91 subalterno 701-702 (z.d. 8);VIA ;PIERO DELLA FRANCESCA;56;7188;8;;Alimentare;237;239;2
VIA VAL TROMPIA N. 49 (z.d. 8);VIA ;VAL TROMPIA;49;7494;8;;Non Alimentare;45;47;2
VIA SAVONA N. 13 (z.d. 6);VIA ;SAVONA;13;5122;6;;Alimentare;28;30;2
VIA DELL' UNIONE N. 7 (z.d. 1);VIA ;DELL' UNIONE;7;521;1;;Alimentare;120;122;2
VIA TERRAGGIO N. 9 (z.d. 1);VIA ;TERRAGGIO;9;644;1;;Alimentare;;2;2
"VIA ALCIATI AMBROGIO N. 15 ; isolato:038; accesso: accesso esterno; (z.d. 6)";VIA ;ALCIATI AMBROGIO;15;6814;6;;tabella speciale monopolio;57;60;3
"VLE SUZZANI GIOVANNI N. 19 ; isolato:130; accesso: accesso esterno; (z.d. 9)";VLE ;SUZZANI GIOVANNI;19;1446;9;;tabella speciale monopolio;;23;3
"VIA DALL'ONGARO FRANCESCO N. 31 centro strada; isolato:214; pto strada:cs; accesso: accesso esterno; (z.d. 4)";VIA ;DALL'ONGARO FRANCESCO;31;3287;4;esso;tabella speciale carburanti;;3;3
"LGO MURANI ORESTE N. 2 centro strada; isolato:151; pto strada:cs; accesso: accesso esterno; (z.d. 3)";LGO ;MURANI ORESTE;2;3234;3;;tabella speciale carburanti;3;6;3
"PZA DEL ROSARIO N. 1 centro strada; isolato:025; pto strada:cs; accesso: accesso esterno; (z.d. 6)";PZA ;DEL ROSARIO;1;5088;6;;tabella speciale carburanti;2;5;3
"PZA PASOLINI GIUSEPPE N. 4 ; isolato:157; accesso: accesso esterno; (z.d. 9)";PZA ;PASOLINI GIUSEPPE;4;1327;9;tabaccheria;Tabella speciale Monopolio;;44;3
"VLE MONZA N. 142 ; isolato:173; accesso: accesso esterno; (z.d. 2)";VLE ;MONZA;142;2274;2;;Alimentare;89;92;3
"VIA DE PRETIS AGOSTINO N. 3 ; isolato:094; accesso: accesso esterno; (z.d. 6)";VIA ;DE PRETIS AGOSTINO;3;5431;6;;Tabella speciale Monopolio;57;60;3
"VIA SANTA MARGHERITA N. 14 ;via santa margherita 014; isolato:414; accesso: accesso esterno; (z.d. 1)";VIA ;SANTA MARGHERITA;14;108;1;caffe  scala;tabella speciale monopolio;;76;3
"PZA SEI FEBBRAIO chiosco num.000; isolato:088; pto strada:cs; accesso: accesso esterno; ()";PZA ;SEI FEBBRAIO;;6358;8;i.p.;tabella speciale carburanti;;3;3
"LGO MURANI ORESTE N. 5 ; isolato:150; pto strada:cs; accesso: accesso esterno; (z.d. 3)";LGO ;MURANI ORESTE;5;3234;3;q8;tabella speciale carburanti;;3;3
"VIA LOMELLINA N. 49 ; isolato:218; accesso: accesso esterno; (z.d. 4)";VIA ;LOMELLINA;49;3280;4;;tabella speciale carburanti;;3;3
