Ubicazione;TipoVia;DescrizioneVia;Civico;CodiceVia;ZD;forma_commercio;forma_commercio_prev;forma_vendita;fuori_piano;insegna;settore_storico_pe;superficie_somministrazione
"VIA ARIMONDI GIUSEPPE N. 15 c/o tennis club bonacossa; isolato:326; accesso: accesso interno; (z.d. 8)";VIA ;ARIMONDI GIUSEPPE;15;7179;8;solo somministrazione;somministrazione;misto;art.3 comma 6 lett.d;;"Ristorante;BAR CAFFÈ;Genere Merceol.Autorizz.Sanit.";197
"VLE DEI PIOPPI N. 42 ; isolato:269; accesso: accesso interno; (z.d. 8)";VLE ;DEI PIOPPI;42;7310;8;somministrazione/minuto;somministrazione;al banco;fuori piano;;BAR CAFFÈ;30
"PZA PREALPI N. 2 ; isolato:276; accesso: accesso interno; (z.d. 8)";PZA ;PREALPI;2;7300;8;solo somministrazione;somministrazione;misto;fuori piano;;Genere Merceol.Autorizz.Sanit.;72
"VIA VARESINA N. 46 c/ocirc.ente sport pop.cagnola; isolato:266; accesso: accesso interno; (z.d. 8)";VIA ;VARESINA;46;7290;8;solo somministrazione;somministrazione;misto;art.3 comma 6 lett.e;;"Tavola fredda;Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ;LETT. GIOCHI LECITI + SOCIETA'";117
"VIA MOTTARONE N. 3 c/o circolo aics maffioli; isolato:288; accesso: accesso esterno; (z.d. 8)";VIA ;MOTTARONE;3;7303;8;solo somministrazione;somministrazione;al banco;art.3 comma 6 lett.e;;"BAR CAFFÈ;Elettr.Automatici Meccaniche";20
"VIA JACOPINO DA TRADATE N. 1 ; isolato:280; accesso: accesso interno; (z.d. 8)";VIA ;JACOPINO DA TRADATE;1;7292;8;solo somministrazione;somministrazione;al banco;art.3 comma 6 lett.g;;BAR CAFFÈ;85
"VIA CESANA BRUNO N. 3 ; isolato:179; accesso: accesso interno; (z.d. 2)";VIA ;CESANA BRUNO;3;2374;2;solo somministrazione;somministrazione;al banco;fuori piano;;Spaccio bevande analcoliche;20
"VIA RIPAMONTI GIUSEPPE N. 102 ; isolato:001; accesso: accesso interno; (z.d. 5)";VIA ;RIPAMONTI GIUSEPPE;102;4066;5;solo somministrazione;somministrazione;al banco;fuori piano;;BAR CAFFÈ;16
"VIA CLERICI N. 10 c/o circolo filologico milanes;via clerici 010; isolato:379; accesso: accesso esterno; (z.d. 1)";VIA ;CLERICI;10;114;1;solo somministrazione;somministrazione;misto;art.3 comma 6 lett.e;;"Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ;Tavola fredda";154
"VIA FILODRAMMATICI N. 2 ;via filodrammatici 002; isolato:366; accesso: accesso interno; (z.d. 1)";VIA ;FILODRAMMATICI;2;113;1;solo somministrazione;somministrazione;al banco;fuori piano;;BAR CAFFÈ;70
"VIA AMPOLA N. 11 c/o cral boehringer; isolato:044; accesso: accesso esterno; (z.d. 5)";VIA ;AMPOLA;11;4132;5;solo somministrazione;somministrazione;al banco;art.3 comma 6 lett.e;;"BAR CAFFÈ;Carte;Bocce";264
"VIA DON BOSCO N. 10 interno scuole,convitti,ecc.; isolato:019; accesso: accesso interno; (z.d. 4)";VIA ;DON BOSCO;10;4144;4;somministrazione/minuto;somministrazione;al banco;art.3 comma 6 lett.g;;BAR CAFFÈ;100
"VIA MARCO D'AGRATE N. 14 ; isolato:115; accesso: accesso esterno; (z.d. 5)";VIA ;MARCO D'AGRATE;14;4276;5;;somministrazione;misto;art.3 comma 6 lett.d;discoteca rendez vous;"Ristorante;Sale da ballo, locali notturni;BAR CAFFÈ;Discoteche,sale ballo notturni;Licenza giochi leciti/elettr..;Ristorante, trattoria, osteria";52
"VIA LESSONA MICHELE N. 70 c/o circolo dino penazzato; isolato:033; accesso: accesso interno; (z.d. 8)";VIA ;LESSONA MICHELE;70;7490;8;solo somministrazione;somministrazione;al banco;club privato;;BAR CAFFÈ;210
"codvia 9111 mm1 s. bab; isolato:998; accesso: accesso interno; (z.d. 1)";;;;;;solo somministrazione;somministrazione;al banco;art.3 comma 6 lett.c;;"Bar gastronomici e simili;BAR CAFFÈ E SIMILI;Seconda bottiglia;BAR CAFFÈ;Prodotti di gastronomia;Genere Merceol.Autorizz.Sanit.";100
"VIA LOMBROSO CESARE N. 54 int.ortomercato padiglione c; isolato:091; accesso: accesso interno; (z.d. 4)";VIA ;LOMBROSO CESARE;54;3334;4;solo somministrazione;somministrazione;al banco;fuori limite numeric;;"BAR CAFFÈ;Cibi cotti preconfezionati";84
"VIA LOMBROSO CESARE N. 54 int.ortomercato chiosco d; isolato:091; accesso: accesso interno; (z.d. 4)";VIA ;LOMBROSO CESARE;54;3334;4;solo somministrazione;somministrazione;al banco;fuori limite numeric;bar caffetteria tav.fredd;"BAR CAFFÈ;Cibi cotti preconfezionati;Genere Merceol.Autorizz.Sanit.;Bar gastronomici e simili";40
"VIA MANZONI ALESSANDRO N. 40 ;via manzoni alessandro 040; isolato:255; accesso: accesso esterno; (z.d. 1)";VIA ;MANZONI ALESSANDRO;40;230;1;solo somministrazione;somministrazione;al tavolo;art.3 comma 6 lett.d;william s club le roi;"Disco-piano-americ.bar serali;BAR CAFFÈ E SIMILI;Genere Merceol.Autorizz.Sanit.;Discoteche,sale ballo notturni;Ristorante, trattoria, osteria;Ristorante;BAR CAFFÈ";210
"VIA SAN MARCO N. 21 interno aziende,fabbriche,ecc.; isolato:176; accesso: accesso interno; (z.d. 1)";VIA ;SAN MARCO;21;1036;1;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.e;;Tavola fredda;483
"VIA DEI FONTANILI N. 34 c/o mensa cifast spa; isolato:039; accesso: accesso interno; (z.d. 5)";VIA ;DEI FONTANILI;34;4224;5;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.e;;Mensa;107
"VIA BASSI UGO N. 2 interno aziende,fabbriche,ecc.; isolato:258; accesso: accesso interno; (z.d. 9)";VIA ;BASSI UGO;2;1143;9;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.e;;Tavola fredda;150
"VIA FUCINI RENATO N. 2 interno aziende,fabbriche,ecc.; isolato:110; accesso: accesso esterno; (z.d. 3)";VIA ;FUCINI RENATO;2;2199;3;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.e;;Mensa;870
"VIA PARAVIA PIER ALESSANDRO N. 5 interno scuole,convitti,ecc.; isolato:270; accesso: accesso interno; (z.d. 7)";VIA ;PARAVIA PIER ALESSANDRO;5;6571;7;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.g;;Mensa;400
"VIA CIVITALI MATTEO N. 71 c/o bar casa di cura s. giovan; isolato:236; accesso: accesso interno; (z.d. 7)";VIA ;CIVITALI MATTEO;71;6569;7;solo somministrazione;somministrazione;misto;art.3 comma 6 lett.g;;"Tavola fredda;BAR CAFFÈ";44
"VIA GOZZADINI N. 7 interno ospedali,ricoveri,ecc.; isolato:237; accesso: accesso interno; (z.d. 7)";VIA ;GOZZADINI;7;6506;7;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.g;;Mensa;170
"VIA AMADEO GIAN ANTONIO N. 11 interno scuole,convitti,ecc.; isolato:170; accesso: accesso interno; (z.d. 3)";VIA ;AMADEO GIAN ANTONIO;11;3228;3;;somministrazione;self service;art.3 comma 6 lett.g;;Mensa;180
"VIA ARZAGA N. 10 interno scuole,convitti,ecc.; isolato:040; accesso: accesso interno; (z.d. 6)";VIA ;ARZAGA;10;6674;6;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.g;;Mensa;400
"VIA FLUMENDOSA N. 13 c/o termokimik corporation; isolato:248; accesso: accesso interno; (z.d. 2)";VIA ;FLUMENDOSA;13;2522;2;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.e;termokimik-corporation;Mensa;193
"VIA PADOVA N. 269 interno scuole,convitti,ecc.; isolato:240; accesso: accesso esterno; (z.d. 2)";VIA ;PADOVA;269;2275;2;solo somministrazione;somministrazione;al tavolo;art.3 comma 6 lett.g;;Mensa;70
"VIA ROVIGO N. 5 interno scuole,convitti,ecc.; isolato:241; accesso: accesso interno; (z.d. 2)";VIA ;ROVIGO;5;2523;2;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.g;;Mensa;120
"VIA TONEZZA N. 13 ist. ass. g. salvadori; isolato:205; accesso: accesso interno; (z.d. 7)";VIA ;TONEZZA;13;6647;7;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.g;;Mensa;70
"VIA PRIMATICCIO FRANCESCO N. 205 c/o a.m.s.a.; isolato:203; accesso: accesso interno; (z.d. 7)";VIA ;PRIMATICCIO FRANCESCO;205;6646;7;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.e;amsa spa;"Mensa;Tav.calde,self service,fast f.";178
"VIA TONEZZA N. 5 interno scuole,convitti,ecc.; isolato:205; accesso: accesso interno; (z.d. 7)";VIA ;TONEZZA;5;6647;7;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.g;;Mensa;100
"VIA PIO II N. 3 c/o ospedale san carlo; isolato:099; accesso: accesso interno; (z.d. 7)";VIA ;PIO II;3;6832;7;solo somministrazione;somministrazione;al banco;art.3 comma 6 lett.g;bar int.ospedale s.carlo;"Bar gastronomici e simili;Tavola fredda;Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ";190
"PZA BUONARROTI MICHELANGELO N. 29 c/o casa di riposo per musicis; isolato:192; accesso: accesso interno; (z.d. 7)";PZA ;BUONARROTI MICHELANGELO;29;6252;7;solo somministrazione;somministrazione;misto;art.3 comma 6 lett.g;casa riposo music.g.verdi;"Genere Merceol.Autorizz.Sanit.;Mensa";160
"VIA FORTEZZA N. 27 c/o a e g marco spa; isolato:010; accesso: accesso interno; (z.d. 2)";VIA ;FORTEZZA;27;2449;2;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.e;azienda;Mensa;257
"VLE MONZA N. 347 interno aziende,fabbriche,ecc.; isolato:013; accesso: accesso interno; (z.d. 2)";VLE ;MONZA;347;2274;2;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.e;;BAR CAFFÈ;500
"VIA BREDA ERNESTO N. 120 c/o mensa officine meccan. spa; isolato:062; accesso: accesso interno; (z.d. 2)";VIA ;BREDA ERNESTO;120;2342;2;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.e;;Mensa;110
"VIA F.LLI BRESSAN N. 9 interno aziende,fabbriche,ecc.; isolato:099; accesso: accesso interno; (z.d. 2)";VIA ;F.LLI BRESSAN;9;2349;2;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.e;;Tavola fredda;440
"VIA RUCELLAI BERNARDO N. 37 c/o mensa ksb italia spa; isolato:097; accesso: accesso interno; (z.d. 2)";VIA ;RUCELLAI BERNARDO;37;2345;2;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.e;;Mensa;184
"VIA BELLOTTI FELICE N. 10 monastero s. benedetto; isolato:166; accesso: accesso interno; (z.d. 3)";VIA ;BELLOTTI FELICE;10;3070;3;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.g;;Tavola fredda;500
"VLE PIAVE N. 2 frati minori cappuccini; isolato:174; accesso: accesso interno; (z.d. 3)";VLE ;PIAVE;2;2179;3;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.g;;Tavola fredda;120
"CSO CONCORDIA N. 3 c/o mensa opera s. francesco; isolato:174; accesso: accesso esterno; (z.d. 3)";CSO ;CONCORDIA;3;3116;3;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.g;;Mensa;243
"VIA PUSIANO N. 22 interno scuole,convitti,ecc.; isolato:030; accesso: accesso interno; (z.d. 3)";VIA ;PUSIANO;22;2397;3;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.g;;Mensa;50
"VIA CARNIA N. 26 c/o mensa ist. lusofarmaco spa; isolato:044; accesso: accesso interno; (z.d. 3)";VIA ;CARNIA;26;2395;3;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.e;;Mensa;80
"VIA VIDA GEROLAMO N. 19 ; isolato:273; accesso: accesso interno; (z.d. 2)";VIA ;VIDA GEROLAMO;19;2330;2;solo somministrazione;somministrazione;misto;art.3 comma 6 lett.e;;"Tavola fredda;BAR CAFFÈ";430
"VLE MONTE GRAPPA N. 3 c/o tecnimont s.p.a.; isolato:325; accesso: accesso interno; (z.d. 1)";VLE ;MONTE GRAPPA;3;1101;1;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.e;c/o tecnimont spa.;"Tav.calde,self service,fast f.;Mensa";270
"PLE LUGANO N. 21 c/o bar pp tt; isolato:092; accesso: accesso interno; (z.d. 9)";PLE ;LUGANO;21;1238;9;solo somministrazione;somministrazione;al banco;art.3 comma 6 lett.f;;"Prodotti di gastronomia;Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ;Tavola fredda";123
"VIA ARPINO N. 11 interno scuole,convitti,ecc.; isolato:016; accesso: accesso esterno; (z.d. 7)";VIA ;ARPINO;11;6331;7;solo somministrazione;somministrazione;misto;art.3 comma 6 lett.g;;Mensa;100
"VIA PIERLUIGI GIOVANNI DA PALESTRINA N. 11 interno scuole,convitti,ecc.; isolato:016; accesso: accesso interno; (z.d. 3)";VIA ;PIERLUIGI GIOVANNI DA PALESTRINA;11;2235;3;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.g;;Tavola fredda;120
"VIA AGORDAT N. 50 casa di riposo; isolato:201; accesso: accesso interno; (z.d. 2)";VIA ;AGORDAT;50;2362;2;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.g;;Mensa;119
"VIA RICCARDI PADRE PLACIDO N. 5 congregazione suore preziossim; isolato:210; accesso: accesso interno; (z.d. 2)";VIA ;RICCARDI PADRE PLACIDO;5;2385;2;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.g;;Tavola fredda;80
"VIA PRINETTI LUIGI N. 29 int. bar ospedale s. raffaele; isolato:260; accesso: accesso interno; (z.d. 2)";VIA ;PRINETTI LUIGI;29;2329;2;solo somministrazione;somministrazione;al tavolo;art.3 comma 6 lett.g;;"Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ;Tavola fredda";71
"VIA SAINT BON SIMONE N. 20 c/o centro diagnostico italian; isolato:186; accesso: accesso interno; (z.d. 7)";VIA ;SAINT BON SIMONE;20;6670;7;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.g;;"BAR CAFFÈ E SIMILI;BAR CAFFÈ;Tavola fredda";88
"VIA PITTERI RICCARDO N. 83 interno aziende,fabbriche,ecc.; isolato:127; accesso: accesso esterno; (z.d. 3)";VIA ;PITTERI RICCARDO;83;2674;3;solo somministrazione;somministrazione;misto;art.3 comma 6 lett.e;;"BAR CAFFÈ;Tavola fredda";3820
"VIA PITTERI RICCARDO N. 10 interno aziende,fabbriche,ecc.; isolato:156; accesso: accesso esterno; (z.d. 3)";VIA ;PITTERI RICCARDO;10;2674;3;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.e;;Tavola fredda;200
"VIA BISSOLATI LEONIDA N. 31 interno aziende,fabbriche,ecc.; isolato:144; accesso: accesso esterno; (z.d. 2)";VIA ;BISSOLATI LEONIDA;31;1385;2;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.e;;Tavola fredda;200
"VIA PITTERI RICCARDO N. 56 c/o orfanotrofio martinitt; isolato:140; accesso: accesso esterno; (z.d. 3)";VIA ;PITTERI RICCARDO;56;2674;3;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.g;;Mensa;32
"VIA BISTOLFI LEONARDO N. 35 c/o de nora spa; (z.d. 3)";VIA ;BISTOLFI LEONARDO;35;2682;3;;somministrazione;self service;art.3 comma 6 lett.e;;Mensa;255
"VIA BAZZINI ANTONIO N. 10 c/o istituto san giuseppe; isolato:048; accesso: accesso interno; (z.d. 3)";VIA ;BAZZINI ANTONIO;10;2427;3;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.g;c/o ist. s. giuseppe;Mensa;65
"VIA JOMMELLI NICCOLO' N. 15 interno ospedali,ricoveri,ecc.; isolato:031; accesso: accesso interno; (z.d. 3)";VIA ;JOMMELLI NICCOLO';15;2426;3;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.g;;Tavola fredda;15
"VLE CORSICA N. 82 interno scuole,convitti,ecc.; isolato:271; accesso: accesso interno; (z.d. 4)";VLE ;CORSICA;82;3262;4;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.g;;Mensa;150
"VIA PLEZZO num.032/34 c/o mensa ist. postelegraf.; isolato:065; accesso: accesso esterno; (z.d. 3)";VIA ;PLEZZO;;2653;3;solo somministrazione;somministrazione;al banco;art.3 comma 6 lett.f;;Mensa;193
"VIA SIUSI N. 7 interno aziende,fabbriche,ecc.; isolato:050; accesso: accesso esterno; (z.d. 3)";VIA ;SIUSI;7;2393;3;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.e;;"BAR CAFFÈ;Trattoria";80
"VIA MARCONA N. 69 c/o casa di cura igea; isolato:237; accesso: accesso interno; (z.d. 4)";VIA ;MARCONA;69;3080;4;solo somministrazione;somministrazione;misto;art.3 comma 6 lett.g;;"Mensa;BAR CAFFÈ";200
"VLE CAMPANIA N. 23 c/o mensa ditta cinemeccanica; isolato:242; accesso: accesso interno; (z.d. 4)";VLE ;CAMPANIA;23;3100;4;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.e;;Mensa;125
"VIA MELLONI MACEDONIO N. 52 c/o presidio osped. m. melloni; isolato:226; accesso: accesso interno; (z.d. 4)";VIA ;MELLONI MACEDONIO;52;3085;4;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.g;;Mensa;106
"VLE PICENO N. 60 c/o mensa dip. provincia; isolato:209; accesso: accesso interno; (z.d. 4)";VLE ;PICENO;60;3114;4;somministrazione/minuto;somministrazione;misto;art.3 comma 6 lett.f;;Mensa;225
"VIA VIPITENO N. 4 c/o siemens s.p.a.; isolato:168; accesso: accesso esterno; (z.d. 2)";VIA ;VIPITENO;4;2493;2;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.e;int.siemens serv.aziendal;"Mensa;Tav.calde,self service,fast f.";417
"VIA ERACLITO N. 30 c/o beiersdorf; isolato:033; accesso: accesso interno; (z.d. 2)";VIA ;ERACLITO;30;2403;2;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.g;;"Mensa;Tav.calde,self service,fast f.";293
"VIA MARTINI PADRE GIOVANNI BATTISTA N. 28 interno scuole,convitti,ecc.; isolato:015; accesso: accesso interno; (z.d. 3)";VIA ;MARTINI PADRE GIOVANNI BATTISTA;28;2436;3;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.g;;Mensa;24
"VIA MARTINI PADRE GIOVANNI BATTISTA N. 29 interno scuole,convitti,ecc.; isolato:014; accesso: accesso interno; (z.d. 3)";VIA ;MARTINI PADRE GIOVANNI BATTISTA;29;2436;3;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.g;;Mensa;200
"VIA ANTONELLI ALESSANDRO N. 3 interno aziende,fabbriche,ecc.; isolato:053; accesso: accesso interno; (z.d. 4)";VIA ;ANTONELLI ALESSANDRO;3;4178;4;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.e;;Tavola fredda;40
"VIA COLLETTA PIETRO N. 37 interno aziende,fabbriche,ecc.; isolato:177; accesso: accesso interno; (z.d. 4)";VIA ;COLLETTA PIETRO;37;4078;4;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.e;;Tavola fredda;30
"VIA PIER LOMBARDO num.022 interno ospedali,ricoveri,ecc.; isolato:159; accesso: accesso interno; (z.d. 4)";;;;;;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.g;;Mensa;25
"VLE ORTLES num.022/4 interno aziende,fabbriche,ecc.; isolato:104; accesso: accesso interno; (z.d. 5)";;;;;;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.e;;Tavola fredda;200
"VIA RIPAMONTI GIUSEPPE N. 133 interno aziende,fabbriche,ecc.; isolato:104; accesso: accesso interno; (z.d. 5)";VIA ;RIPAMONTI GIUSEPPE;133;4066;5;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.e;;Tavola fredda;20
"VIA TAGLIAMENTO N. 12 interno scuole,convitti,ecc.; isolato:019; accesso: accesso interno; (z.d. 4)";VIA ;TAGLIAMENTO;12;4147;4;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.g;;Tavola fredda;500
"VIA PIZZI GIAN FRANCESCO N. 11 interno aziende,fabbriche,ecc.; isolato:105; accesso: accesso interno; (z.d. 5)";VIA ;PIZZI GIAN FRANCESCO;11;4270;5;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.e;;Mensa;50
"VIA OROBIA N. 3 c/o mensa officine di seveso; isolato:014; accesso: accesso interno; (z.d. 5)";VIA ;OROBIA;3;4137;5;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.e;;Mensa;137
"VIA LORENZINI GIOVANNI N. 4 interno aziende,fabbriche,ecc.; isolato:011; accesso: accesso interno; (z.d. 5)";VIA ;LORENZINI GIOVANNI;4;4005;5;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.e;;Mensa;412
"VIA GARDONE N. 20 interno aziende,fabbriche,ecc.; isolato:112; accesso: accesso interno; (z.d. 5)";VIA ;GARDONE;20;4153;5;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.e;;Mensa;70
"VLE ORTLES N. 37 interno aziende,fabbriche,ecc.; isolato:045; accesso: accesso interno; (z.d. 5)";VLE ;ORTLES;37;4133;5;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.e;;Tavola fredda;36
"VLE ORTLES N. 69 c/o casa dell'accoglienza ortl; isolato:046; accesso: accesso interno; (z.d. 5)";VLE ;ORTLES;69;4133;5;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.g;;Mensa;205
"VIA QUARANTA BERNARDO N. 45 interno aziende,fabbriche,ecc.; isolato:112; accesso: accesso interno; (z.d. 5)";VIA ;QUARANTA BERNARDO;45;4271;5;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.e;;Tavola fredda;350
"VIA MONVISO N. 33 interno scuole,convitti,ecc.; isolato:035; accesso: accesso interno; (z.d. 8)";VIA ;MONVISO;33;7212;8;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.g;;Mensa;90
"VIA ALDINI ANTONIO N. 52 interno scuole,convitti,ecc.; isolato:096; accesso: accesso interno; (z.d. 8)";VIA ;ALDINI ANTONIO;52;7461;8;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.g;;Mensa;60
"VIA CITTADINI PIER FRANCESCO N. 5 interno scuole,convitti,ecc.; isolato:089; accesso: accesso interno; (z.d. 8)";VIA ;CITTADINI PIER FRANCESCO;5;7475;8;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.g;;Tavola fredda;250
"VIA CUORE IMMACOLATO DI MARIA N. 7 interno scuole,convitti,ecc.; isolato:103; accesso: accesso interno; (z.d. 5)";VIA ;CUORE IMMACOLATO DI MARIA;7;4248;5;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.g;;Tavola fredda;80
"VIA SANT' ANTONIO N. 5 interno scuole,convitti,ecc.;via sant' antonio 005; isolato:325; accesso: accesso interno; (z.d. 1)";VIA ;SANT' ANTONIO;5;332;1;solo somministrazione;somministrazione;al tavolo;art.3 comma 6 lett.g;;Tavola fredda;300
"VIA PASINETTI ANTONIO N. 2 interno aziende,fabbriche,ecc.; isolato:101; accesso: accesso interno; (z.d. 5)";VIA ;PASINETTI ANTONIO;2;4255;5;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.e;;Tavola fredda;50
"VIA LA MASA GIUSEPPE N. 1 interno aziende,fabbriche,ecc.; isolato:023; accesso: accesso interno; (z.d. 9)";VIA ;LA MASA GIUSEPPE;1;7286;9;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.e;;Mensa;50
"VIA DEI FONTANILI N. 32 c/o fosfantartiglio; isolato:039; accesso: accesso interno; (z.d. 5)";VIA ;DEI FONTANILI;32;4224;5;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.e;c/o fosfantartiglio spa;Mensa;60
"VIA SANT' ARIALDO N. 102 circ. parrocchiale s. arialdo; isolato:196; accesso: accesso esterno; (z.d. 5)";VIA ;SANT' ARIALDO;102;4375;5;solo somministrazione;somministrazione;self service;circoli parrocchiali;;Tavola fredda;30
