Ubicazione;TipoVia;DescrizioneVia;Civico;CodiceVia;ZD;insegna;settore_merceologico;superficie_altri_usi;superficie_totale;superficie_vendita
"CSO INDIPENDENZA N. 24 ; isolato:007; accesso: accesso esterno; (z.d. 4)";CSO ;INDIPENDENZA;24;3118;4;;non alimentare;630;1480;850
"VIA TOLSTOI LEONE N. 61 ; isolato:081; accesso: accesso esterno; (z.d. 6)";VIA ;TOLSTOI LEONE;61;5133;6;pam;"alimentare;non alimentare";;1797;850
"VIA TORINO N. 2 p.terra-interrato e soppalco; (z.d. 1)";VIA ;TORINO;2;543;1;;non alimentare;;850;850
"VIA ANTONINI GIACOMO N. 26 ; isolato:099; accesso: accesso esterno; (z.d. 5)";VIA ;ANTONINI GIACOMO;26;4250;5;penny market;"alimentare;non alimentare";;1111;857
VIA LIVIGNO N. 20 (z.d. 9);VIA ;LIVIGNO;20;1296;9;;"Alimentare;Non Alimentare";;1617;860
"CSO LODI N. 130 ; isolato:055; accesso: accesso esterno; (z.d. 4)";CSO ;LODI;130;4068;4;sma supermercati alimenta;"alimentare;non alimentare";;1478;862
"VIA SPALLANZANI LAZZARO N. 10 ang. via melzo; isolato:143; accesso: accesso esterno; (z.d. 3)";VIA ;SPALLANZANI LAZZARO;10;2153;3;unes;"alimentare;non alimentare";;1576;865
"VLE MONZA N. 107 ; isolato:294; accesso: accesso esterno; (z.d. 2)";VLE ;MONZA;107;2274;2;;non alimentare;;868;868
"VIA MONCALIERI N. 15 ; isolato:128; accesso: accesso esterno; (z.d. 9)";VIA ;MONCALIERI;15;1095;9;oviesse;non alimentare;300;1170;870
"VIA BELGIRATE N. 24 ; isolato:125; accesso: accesso interno; (z.d. 2)";VIA ;BELGIRATE;24;1406;2;;non alimentare;220;1090;870
"PZA SANTA MARIA BELTRADE N. 2 angolo via torino;via torino 015; isolato:447; accesso: accesso esterno; (z.d. 1)";PZA ;SANTA MARIA BELTRADE;2;514;1;treesse sport;non alimentare;;1064;870
"VIA DURINI N. 28 ;via durini 028; isolato:318; accesso: accesso interno; (z.d. 1)";VIA ;DURINI;28;313;1;;non alimentare;2;874;872
"VIA MANZONI ALESSANDRO N. 30 ;via manzoni alessandro 030; isolato:255; accesso: accesso esterno; (z.d. 1)";VIA ;MANZONI ALESSANDRO;30;230;1;da driade;non alimentare;;892;872
"ALZ NAVIGLIO GRANDE N. 98 ; isolato:049; accesso: accesso interno; (z.d. 6)";ALZ ;NAVIGLIO GRANDE;98;5144;6;pisotti;non alimentare;;875;875
"VIA SPALLANZANI LAZZARO N. 5 ; isolato:141; accesso: accesso esterno; (z.d. 3)";VIA ;SPALLANZANI LAZZARO;5;2153;3;;non alimentare;;1183;878
"VIA URUGUAY N. 6 ; isolato:062; accesso: accesso esterno; (z.d. 8)";VIA ;URUGUAY;6;7495;8;standa superfresco;"alimentare;non alimentare";;1650;880
VIA CEFALU' N. 2 (z.d. 8);VIA ;CEFALU';2;7370;8;lidl;"alimentare;non alimentare";;1139;884
"VLE UNGHERIA N. 12 ; isolato:108; accesso: accesso esterno; (z.d. 4)";VLE ;UNGHERIA;12;3357;4;standa;"alimentare;non alimentare";;1427;890
"PZA ARGENTINA N. 4 ; isolato:019; accesso: accesso esterno; (z.d. 3)";PZA ;ARGENTINA;4;2233;3;giacomelli sport;non alimentare;;1150;891
"VIA MONTE NAPOLEONE num.004; (z.d. 1)";VIA ;MONTE NAPOLEONE;;219;1;;non alimentare;;1451;891
"VLE ORTLES N. 7 ; isolato:044; accesso: accesso esterno; (z.d. 5)";VLE ;ORTLES;7;4133;5;lidl;"alimentare;non alimentare";;892;892
"VIA PADOVA N. 166 ; isolato:285; accesso: accesso esterno; (z.d. 2)";VIA ;PADOVA;166;2275;2;penny market;"alimentare;non alimentare";;1161;893
"LARGO BALESTRA ANTONIO N. 3 m.c.c. discount; isolato:158; accesso: accesso interno; (z.d. 6)";LARGO ;BALESTRA ANTONIO;3;5464;6;lidl;"alimentare;non alimentare";875;1771;896
"VIA DELLA SPIGA num.026/ab; isolato:184; accesso: accesso esterno; (z.d. 1)";VIA ;DELLA SPIGA;;226;1;d E g;non alimentare;;1178;898
"VIA PEDRONI LISIADE num.001/6; isolato:173; accesso: accesso esterno; (z.d. 9)";;;;;;;non alimentare;;900;900
"VLE SABOTINO N. 6 ; isolato:171; accesso: accesso esterno; (z.d. 5)";VLE ;SABOTINO;6;4046;5;pam;"alimentare;non alimentare";;1822;900
"VIA GRASSI GIOVANNI BATTISTA N. 15 ; isolato:088; accesso: accesso esterno; (z.d. 8)";VIA ;GRASSI GIOVANNI BATTISTA;15;7465;8;lidl;"alimentare;non alimentare";;900;900
VIA MANZONI ALESSANDRO N. 31 (z.d. 1);VIA ;MANZONI ALESSANDRO;31;230;1;;non alimentare;;905;905
"VIA ROSSI PELLEGRINO N. 93 ; isolato:153; accesso: accesso esterno; (z.d. 9)";VIA ;ROSSI PELLEGRINO;93;1510;9;;"non alimentare;tabella speciale carburanti";32;942;910
"VLE MONTE NERO N. 32 ; isolato:134; accesso: accesso esterno; (z.d. 4)";VLE ;MONTE NERO;32;3062;4;;non alimentare;30;940;910
"VIA DELL' ANNUNCIATA N. 2 angolo via manzoni;via dell' annunciata 002; isolato:182; accesso: accesso esterno; (z.d. 1)";VIA ;DELL' ANNUNCIATA;2;140;1;;non alimentare;;1110;913
"PZA DIOCLEZIANO num.004; isolato:013; accesso: accesso esterno; (z.d. 8)";PZA ;DIOCLEZIANO;;7220;8;standa superfresco;"alimentare;non alimentare";;915;915
"LGO CORSIA DEI SERVI N. 11 tac. rinnovabile ogni 6 anni;lgo corsia dei servi 011; isolato:360; accesso: accesso esterno; (z.d. 1)";LGO ;CORSIA DEI SERVI;11;234;1;benetton;non alimentare;;943;916
"VIA BAZZINI ANTONIO N. 33 ; isolato:047; accesso: accesso esterno; (z.d. 3)";VIA ;BAZZINI ANTONIO;33;2427;3;pam;"alimentare;non alimentare";;2027;920
CSO DI PORTA TICINESE N. 12 (z.d. 1);CSO ;DI PORTA TICINESE;12;541;1;;non alimentare;;1190;926
"VIA VENINI GIULIO E CORRADO N. 50 ; isolato:330; accesso: accesso esterno; (z.d. 2)";VIA ;VENINI GIULIO E CORRADO;50;2258;2;sma supermercati alimenta;"alimentare;non alimentare";;1649;930
"VIA LORENTEGGIO N. 230 ; isolato:051; accesso: accesso esterno; (z.d. 6)";VIA ;LORENTEGGIO;230;5132;6;media world;non alimentare;;1366;930
"VIA DURAZZO N. 5 ; isolato:067; accesso: accesso esterno; (z.d. 3)";VIA ;DURAZZO;5;2658;3;unes;"alimentare;non alimentare";;2010;932
"VIA RISMONDO FRANCESCO num.008; isolato:138; accesso: area ap.rec.; (z.d. 7)";VIA ;RISMONDO FRANCESCO;;6756;7;gs;"alimentare;non alimentare";;1950;939
"VIA MEDEGHINO N. 11 ; isolato:047; pto strada:1 ; accesso: accesso esterno; (z.d. 5)";VIA ;MEDEGHINO;11;5335;5;;"alimentare;non alimentare";;1637;939
"PZA ANGILBERTO II N. 9 ; isolato:121; accesso: accesso esterno; (z.d. 5)";PZA ;ANGILBERTO II;9;4278;5;carrefour;"alimentare;non alimentare";;1595;950
"VIA PADOVA num.022; isolato:353; accesso: accesso esterno; (z.d. 2)";;;;;;pam;"alimentare;non alimentare";;1947;950
"CSO VITTORIO EMANUELE II N. 1 ;cso vittorio emanuele ii 001; isolato:419; accesso: accesso esterno; (z.d. 1)";CSO ;VITTORIO EMANUELE II;1;214;1;h  E  m;non alimentare;;1279;950
PZA DELLA TRIVULZIANA N. 6 (z.d. 9);PZA ;DELLA TRIVULZIANA;6;1765;9;;"alimentare;non alimentare";;1570;950
"PZA DUCA D'AOSTA interno stazione centrale num.000; accesso: accesso interno; ()";PZA ;DUCA D'AOSTA;;1200;2;zara;non alimentare;;1277;950
"PZA DUCA D'AOSTA int. staz.centrale s12/t16/a11 num.000;ingresso via 9401 num.000; accesso: accesso interno; ()";PZA ;DUCA D'AOSTA;;1200;2;united colors of benettn;non alimentare;;1257;953
"PTA PATTARI N. 4 pt. + interrato;via beccaria cesare 000; isolato:387; accesso: accesso esterno; (z.d. 1)";PTA ;PATTARI;4;299;1;germani sport;non alimentare;;954;954
"VLE MONZA N. 204 ; isolato:102; accesso: accesso esterno; (z.d. 2)";VLE ;MONZA;204;2274;2;castoldi;non alimentare;;956;956
"VIA SPINOZA BENEDETTO N. 4 ; isolato:098; accesso: accesso esterno; (z.d. 3)";VIA ;SPINOZA BENEDETTO;4;2205;3;carrefour;"alimentare;non alimentare";;1955;957
"VIA DAIMLER GOTTLIEB WILHELM N. 1 1/8 della superficie di vend.; accesso: accesso esterno; (z.d. 8)";VIA ;DAIMLER GOTTLIEB WILHELM;1;7587;8;mercedes benz;non alimentare;;7665;958
"VIA FOPPA VINCENZO N. 33 ; isolato:006; accesso: accesso esterno; (z.d. 6)";VIA ;FOPPA VINCENZO;33;6109;6;pam;"alimentare;non alimentare";;2195;960
"VIA OLONA N. 1 ; isolato:460; accesso: accesso esterno; (z.d. 1)";VIA ;OLONA;1;5090;1;pam;"alimentare;non alimentare";;1820;960
"VLE TOSCANA N. 31 allo sport. in distribuzione; isolato:168; accesso: accesso esterno; (z.d. 5)";VLE ;TOSCANA;31;4210;5;volvo sveziacar;non alimentare;;965;965
"VIA LEPONTINA N. 2 ; isolato:205; accesso: accesso interno; (z.d. 9)";VIA ;LEPONTINA;2;1147;9;fulgida srl;non alimentare;500;1468;968
"VLE FAMAGOSTA N. 16 ; isolato:076; accesso: accesso esterno; (z.d. 6)";VLE ;FAMAGOSTA;16;5353;6;carrefour;"alimentare;non alimentare";;1785;980
"VIA F.LLI BRONZETTI N. 37 ; isolato:040; accesso: accesso esterno; (z.d. 4)";VIA ;F.LLI BRONZETTI;37;3089;4;darty;non alimentare;;986;986
"VLE TIBALDI N. 7 ; accesso: accesso esterno; (z.d. 5)";VLE ;TIBALDI;7;5234;5;sma supermercati;"alimentare;non alimentare";;1620;990
"VIA DEI MISSAGLIA N. 34 ; isolato:071; (z.d. 5)";VIA ;DEI MISSAGLIA;34;5340;5;;non alimentare;;990;990
"VLE LANCETTI VINCENZO N. 17 ; isolato:103; accesso: accesso esterno; (z.d. 9)";VLE ;LANCETTI VINCENZO;17;1221;9;;non alimentare;4600;5600;1000
"VIA AOSTA N. 6 ; isolato:001; accesso: accesso esterno; (z.d. 8)";VIA ;AOSTA;6;7227;8;;non alimentare;;1000;1000
"VIA CANONICA LUIGI N. 55 ; isolato:112; accesso: accesso esterno; (z.d. 1)";VIA ;CANONICA LUIGI;55;7121;1;marco polo expert;non alimentare;908;1908;1000
"VIA LORENTEGGIO ang. v. redaelli 2 num.000; accesso: accesso esterno; (z.d. 6)";;;;;;oviesse;non alimentare;;1000;1000
"VIA LEONCAVALLO RUGGERO N. 17 ; isolato:114; accesso: accesso esterno; (z.d. 2)";VIA ;LEONCAVALLO RUGGERO;17;2389;2;mobili cucine divani;non alimentare;;1000;1000
"VLE CERTOSA N. 135 ; isolato:061; accesso: accesso esterno; (z.d. 8)";VLE ;CERTOSA;135;7174;8;;non alimentare;;1000;1000
"VLE MOLISE N. 56 ; isolato:089; accesso: accesso esterno; (z.d. 4)";VLE ;MOLISE;56;3178;4;;"alimentare;non alimentare";;1000;1000
"VIA AMORETTI CARLO num.004/6; isolato:045; accesso: accesso esterno; (z.d. 8)";;;;;;;"alimentare;non alimentare";;1564;1000
"VLE TESTI FULVIO N. 90 ang. santa marcellina n. 8; isolato:145; accesso: accesso esterno; (z.d. 9)";VLE ;TESTI FULVIO;90;1441;9;carrefour;"alimentare;non alimentare";;1530;1008
"VIA DELLE FORZE ARMATE N. 44 ; isolato:197; accesso: accesso esterno; (z.d. 7)";VIA ;DELLE FORZE ARMATE;44;6643;7;pam;"alimentare;non alimentare";;1856;1010
"VIA DELLA FERRERA N. 18 centro commerciale 3 castelli; isolato:037; accesso: accesso esterno; (z.d. 6)";VIA ;DELLA FERRERA;18;5451;6;sma;"alimentare;non alimentare";;2108;1010
"VIA TRAIANO MARCO ULPIO N. 79 pii portello comp u2-lotto 2a; isolato:249; accesso: accesso esterno; (z.d. 9)";VIA ;TRAIANO MARCO ULPIO;79;7157;8;;non alimentare;;1102;1012
VIA LORENTEGGIO N. 240 (z.d. 6);VIA ;LORENTEGGIO;240;5132;6;;"alimentare;non alimentare";;1252;1012
"GLL VITTORIO EMANUELE num.079; isolato:415; accesso: accesso esterno; (z.d. 1)";GLL ;VITTORIO EMANUELE;;10;1;libreria rizzoli;non alimentare;;1300;1015
"VLE CERTOSA N. 21 ; isolato:330; accesso: accesso esterno; (z.d. 8)";VLE ;CERTOSA;21;7174;8;galbiati arreda;non alimentare;;1016;1016
"VIA CAGLIERO GIOVANNI num.014/a; isolato:123; accesso: accesso esterno; (z.d. 2)";VIA ;CAGLIERO GIOVANNI;;1407;2;esselunga;"alimentare;non alimentare";;1284;1018
"VIA DURINI N. 28 ;via durini 028; isolato:318; accesso: accesso esterno; (z.d. 1)";VIA ;DURINI;28;313;1;boggi;Non Alimentare;;1290;1026
"VIA SANT' ANDREA N. 9 ;via sant' andrea 009; isolato:260; accesso: accesso esterno; (z.d. 1)";VIA ;SANT' ANDREA;9;222;1;;non alimentare;;1437;1032
"VIA LUDOVICO DI BREME N. 25 ; isolato:221; accesso: accesso esterno; (z.d. 8)";VIA ;LUDOVICO DI BREME;25;7396;8;;"alimentare;non alimentare";;1445;1035
"VIA MARCHESI POMPEO num.005; accesso: accesso esterno; (z.d. 7)";;;;;;ipercoop;"alimentare;non alimentare";;1035;1035
"PZA DUCA D'AOSTA int.staz.centrale 1øinterrato num.000; accesso: accesso interno; (z.d. 2)";PZA ;DUCA D'AOSTA;;1200;2;suprmercato dufry;"alimentare;non alimentare";;1732;1038
"PZA SAN BABILA N. 5 ;pza san babila 005; isolato:261; accesso: accesso esterno; (z.d. 1)";PZA ;SAN BABILA;5;216;1;maxmara;non alimentare;;1349;1039
"PLE SIENA N. 18 ; isolato:199; accesso: accesso esterno; (z.d. 7)";PLE ;SIENA;18;6616;7;carrefour;"alimentare;non alimentare";;2045;1040
"mm1 s. bab codvia 9111 num.000 ; ()";;;;;;;non alimentare;;1230;1042
"VIA PESTALOZZI GIOVANNI ENRICO N. 21 ; isolato:009; accesso: accesso esterno; (z.d. 6)";VIA ;PESTALOZZI GIOVANNI ENRICO;21;5294;6;lidl;"Alimentare;Non Alimentare";;1432;1045
"VIA ORNATO LUIGI N. 148 ; isolato:010; accesso: accesso esterno; (z.d. 9)";VIA ;ORNATO LUIGI;148;1591;9;super di;"alimentare;non alimentare";;2540;1046
"VIA MODENA GUSTAVO num.008/10; isolato:168; accesso: accesso esterno; (z.d. 3)";VIA ;MODENA GUSTAVO;;3122;3;gs;"alimentare;non alimentare";;2212;1050
"VIA MORGANTINI MARIO N. 15 ; isolato:280; accesso: accesso esterno; (z.d. 7)";VIA ;MORGANTINI MARIO;15;6568;7;esselunga;"alimentare;non alimentare";594;1654;1060
"PZA FRATTINI PIETRO num.008; isolato:124; accesso: accesso esterno; (z.d. 6)";PZA ;FRATTINI PIETRO;;5389;6;upim;"alimentare;non alimentare";;1710;1060
VIA MAFFUCCI ANGIOLO N. 18 (z.d. 9);VIA ;MAFFUCCI ANGIOLO;18;1276;9;;"Non Alimentare;Alimentare";;1175;1070
"VIA DOGANA N. 4 ;via mazzini giuseppe 002; isolato:447; accesso: accesso esterno; (z.d. 1)";VIA ;DOGANA;4;341;1;sisley;non alimentare;;1595;1076
"VIA MONTE NAPOLEONE N. 2 ;via monte napoleone 002; isolato:263; accesso: accesso esterno; (z.d. 1)";VIA ;MONTE NAPOLEONE;2;219;1;collezioni g. armani;non alimentare;;1630;1092
"CSO BUENOS AIRES N. 64 ; isolato:027; accesso: accesso esterno; (z.d. 3)";CSO ;BUENOS AIRES;64;2129;3;euromics galimberti;non alimentare;;1100;1100
"VIA STRIGELLI GAETANO N. 8 ; isolato:079; accesso: accesso esterno; (z.d. 4)";VIA ;STRIGELLI GAETANO;8;3214;4;pam;"alimentare;non alimentare";;1974;1100
"VLE MURILLO S.B. N. 5 ; isolato:255; accesso: accesso esterno; (z.d. 7)";VLE ;MURILLO S.B.;5;6551;7;darty;non alimentare;;2000;1100
"VIA FELTRE N. 30 ; isolato:067; accesso: accesso esterno; (z.d. 3)";VIA ;FELTRE;30;2652;3;;non alimentare;;1100;1100
PZA DELLA TRIVULZIANA N. 6 (z.d. 9);PZA ;DELLA TRIVULZIANA;6;1765;9;;non alimentare;;1427;1100
"PZA DELLA TRIVULZIANA N. 5 ; accesso: accesso esterno; (z.d. 9)";PZA ;DELLA TRIVULZIANA;5;1765;9;;non alimentare;;1740;1100
"CSO LODI N. 6 ; isolato:192; accesso: accesso esterno; (z.d. 5)";CSO ;LODI;6;4068;5;bruno castoldi;non alimentare;;1106;1106
"VIA OROPA num.004; isolato:015; accesso: accesso esterno; (z.d. 2)";VIA ;OROPA;;2381;2;melablu;non alimentare;;1250;1107
"VIA LORENTEGGIO N. 240 ; isolato:051; accesso: accesso esterno; (z.d. 6)";VIA ;LORENTEGGIO;240;5132;6;lidl;"alimentare;non alimentare";;1377;1112
"VIA PADOVA N. 224 ; isolato:232; accesso: accesso esterno; (z.d. 2)";VIA ;PADOVA;224;2275;2;sma supermercati;"alimentare;non alimentare";;2148;1120
"VIA QUARENGHI GIACOMO N. 23 centro commerciale bonola; isolato:300; accesso: accesso interno; (z.d. 8)";VIA ;QUARENGHI GIACOMO;23;7478;8;brico io;non alimentare;;1125;1125
"VIA LORENTEGGIO N. 246 ; isolato:051; accesso: accesso esterno; (z.d. 6)";VIA ;LORENTEGGIO;246;5132;6;supermarket del legno;non alimentare;;1128;1128
"VLE GIOVANNI DA CERMENATE N. 62 ; isolato:023; (z.d. 5)";VLE ;GIOVANNI DA CERMENATE;62;5261;5;;"alimentare;non alimentare";;1952;1130
PZA DELLA TRIVULZIANA N. 6 (z.d. 9);PZA ;DELLA TRIVULZIANA;6;1765;9;;"alimentare;non alimentare";;1785;1130
"VLE CERTOSA N. 59 ; isolato:315; accesso: accesso esterno; (z.d. 8)";VLE ;CERTOSA;59;7174;8;esselunga vle certosa;"alimentare;non alimentare";;1530;1144
"VIA VALSOLDA N. 11 ; isolato:022; accesso: accesso interno; (z.d. 6)";VIA ;VALSOLDA;11;5288;6;;non alimentare;;2150;1150
VIA ASTESANI ALESSANDRO N. 39 (z.d. 9);VIA ;ASTESANI ALESSANDRO;39;1558;9;;Non Alimentare;;1722;1150
"VLE CASSALA N. 14 ; isolato:153; accesso: area ap.rec.; (z.d. 6)";VLE ;CASSALA;14;5275;6;lidl;"alimentare;non alimentare";;1353;1154
"VIA SOLARI ANDREA N. 5 ; isolato:026; accesso: accesso esterno; (z.d. 6)";VIA ;SOLARI ANDREA;5;5111;6;euromics galimberti;non alimentare;;1157;1157
"VIA SPADARI num.007/9; isolato:440; accesso: accesso esterno; (z.d. 1)";VIA ;SPADARI;;518;1;peck;"alimentare;non alimentare";;1160;1160
"VIA BOVISASCA int.centro commerciale num.173; accesso: accesso interno; (z.d. 9)";;;;;;conad;"alimentare;non alimentare";;1166;1166
"CSO BUENOS AIRES num.033/35; isolato:059; accesso: accesso esterno; (z.d. 3)";CSO ;BUENOS AIRES;;2129;3;ricordi medi store;non alimentare;;1743;1190
"CSO BUENOS AIRES num.033/35; isolato:059; accesso: accesso esterno; (z.d. 3)";CSO ;BUENOS AIRES;;2129;3;ricordi medi store;non alimentare;;1743;1190
"VLE CASSALA N. 22 ; isolato:154; accesso: accesso esterno; (z.d. 6)";VLE ;CASSALA;22;5275;6;esselunga;"alimentare;non alimentare";;1191;1191
"VIA ROSSI PELLEGRINO N. 33 ; isolato:182; accesso: accesso esterno; (z.d. 9)";VIA ;ROSSI PELLEGRINO;33;1510;9;supermarket;;;1197;1197
"VIA SOLFERINO N. 39 ; isolato:006; accesso: accesso interno; (z.d. 1)";VIA ;SOLFERINO;39;1028;1;;non alimentare;8;1208;1200
"PZA VESUVIO N. 19 ; isolato:280; accesso: accesso esterno; (z.d. 7)";PZA ;VESUVIO;19;6110;7;;non alimentare;1600;2800;1200
"VIA PASTORELLI GIOVANNI N. 19 ; isolato:061; accesso: accesso esterno; (z.d. 6)";VIA ;PASTORELLI GIOVANNI;19;5274;6;euroarredi;non alimentare;15;1215;1200
"VIA BERGAMO N. 10 ; isolato:112; accesso: accesso esterno; (z.d. 4)";VIA ;BERGAMO;10;3189;4;esselunga;"alimentare;non alimentare";;1312;1200
"VIA ORNATO LUIGI N. 28 ; isolato:070; accesso: accesso esterno; (z.d. 9)";VIA ;ORNATO LUIGI;28;1591;9;coop;"alimentare;non alimentare";;1200;1200
"VIA MAC MAHON N. 128 ; isolato:269; accesso: accesso esterno; (z.d. 8)";VIA ;MAC MAHON;128;7221;8;esselunga;"alimentare;non alimentare";676;1876;1200
"VIA INGANNI ANGELO num.085/89; isolato:048; accesso: accesso esterno; (z.d. 6)";;;;;;pam;"alimentare;non alimentare";;2040;1200
"VIA MARCO BRUTO num.016/18; isolato:055; accesso: accesso esterno; (z.d. 4)";VIA ;MARCO BRUTO;;3322;4;betta e cereda srl;non alimentare;;2700;1200
"VIA PITAGORA N. 7 ; isolato:015; accesso: accesso esterno; (z.d. 2)";VIA ;PITAGORA;7;2405;2;brico io;non alimentare;;1200;1200
"CSO BUENOS AIRES N. 54 ; isolato:045; accesso: accesso esterno; (z.d. 3)";CSO ;BUENOS AIRES;54;2129;3;impala srl.;non alimentare;;1909;1200
"VIA OLTROCCHI BALDASSARE N. 11 ; isolato:079; accesso: accesso esterno; (z.d. 4)";VIA ;OLTROCCHI BALDASSARE;11;3217;4;oviesse;"alimentare;non alimentare";;1523;1209
GLL DEL CORSO N. 4 (z.d. 1);GLL ;DEL CORSO;4;305;1;;non alimentare;;1597;1217
VIA SAN RAFAEL DELLE ANDE n. 6/1 con ingresso da via de marchi emilio n. 10 (z.d. 2);VIA ;SAN RAFAEL DELLE ANDE;;1457;2;;Non Alimentare;;1410;1219
"VLE VIGLIANI PAOLO ONORATO num.059; isolato:169; accesso: accesso esterno; (z.d. 8)";VLE ;VIGLIANI PAOLO ONORATO;;6422;8;esselunga;;;1225;1225
"VIA ARONA num.015; accesso: accesso esterno; (z.d. 8)";VIA ;ARONA;;7169;8;;non alimentare;;1227;1227
"VIA MEUCCI ANTONIO num.041; accesso: accesso esterno; (z.d. 2)";VIA ;MEUCCI ANTONIO;;2497;2;cargo (high-tech srl);non alimentare;;3600;1244
"GLL PATTARI N. 2 ;gll pattari 002; isolato:420; accesso: accesso esterno; (z.d. 1)";GLL ;PATTARI;2;296;1;;Non Alimentare;;1344;1244
"VIA SAN GREGORIO N. 1 ; isolato:105; accesso: accesso esterno; (z.d. 3)";VIA ;SAN GREGORIO;1;2123;3;;non alimentare;;1535;1250
"VIA DELLE FORZE ARMATE N. 312 ; isolato:158; accesso: accesso esterno; (z.d. 7)";VIA ;DELLE FORZE ARMATE;312;6643;7;standa superfresco;"alimentare;non alimentare";;2875;1250
"VIA DELLA CHIESA ROSSA N. 43 ; isolato:042; accesso: area ap.rec.; (z.d. 5)";VIA ;DELLA CHIESA ROSSA;43;5321;5;lidl;"alimentare;non alimentare";;1981;1270
CSO BUENOS AIRES N. 8 (z.d. 3);CSO ;BUENOS AIRES;8;2129;3;;Non Alimentare;;2441;1277
"VIA AREZZO num.007/1; accesso: accesso esterno; ()";VIA ;AREZZO;;1444;9;dico;"alimentare;non alimentare";;1280;1280
VIA MONTE NAPOLEONE N. 6A (z.d. 1);VIA ;MONTE NAPOLEONE;6A;219;1;;Non Alimentare;;1640;1290
"CSO GARIBALDI GIUSEPPE num.072/1; isolato:173; accesso: accesso esterno; (z.d. 1)";;;;;;oviesse;"alimentare;non alimentare";;1328;1300
"VLE MONZA N. 134 ; isolato:178; accesso: area ap.rec.; (z.d. 2)";VLE ;MONZA;134;2274;2;gs;"alimentare;non alimentare";;2240;1300
"VIA VALASSINA N. 12 ; isolato:073; accesso: accesso esterno; (z.d. 9)";VIA ;VALASSINA;12;1314;9;lidl supermarket;"alimentare;non alimentare";;1568;1300
VIA DELLA PECETTA n. 31/33;VIA ;DELLA PECETTA;;7251;8;;"Alimentare;Non Alimentare";;1929;1300
"VIA SODERINI LUIGI N. 48 ; isolato:070; accesso: accesso esterno; (z.d. 6)";VIA ;SODERINI LUIGI;48;6675;6;carrefour;"alimentare;non alimentare";;2110;1308
"CSO VITTORIO EMANUELE II num.024/28; (z.d. 1)";CSO ;VITTORIO EMANUELE II;;214;1;;Non Alimentare;;1640;1318
"VIA LORENTEGGIO N. 3 ; isolato:152; accesso: accesso esterno; (z.d. 6)";VIA ;LORENTEGGIO;3;5132;6;il gigante;"alimentare;non alimentare";;1320;1320
"PZA SAN BABILA N. 1 ;pza san babila 001; isolato:316; accesso: accesso esterno; (z.d. 1)";PZA ;SAN BABILA;1;216;1;;non alimentare;;1810;1329
"VIA GATTAMELATA N. 41 ; isolato:328; accesso: accesso esterno; (z.d. 8)";VIA ;GATTAMELATA;41;7156;8;;non alimentare;;1330;1330
"CSO VITTORIO EMANUELE II N. 22 ;cso vittorio emanuele ii 000; accesso: accesso esterno; (z.d. 1)";CSO ;VITTORIO EMANUELE II;22;214;1;bershka;non alimentare;;2652;1341
"VIA MARIANI POMPEO N. 2 ; isolato:120; accesso: accesso esterno; (z.d. 2)";VIA ;MARIANI POMPEO;2;2490;2;;non alimentare;;1350;1350
"VLE FORLANINI ENRICO num.063/75; (z.d. 4)";;;;;;;non alimentare;;1350;1350
"VIA HOEPLI ULRICO N. 5 ;via hoepli ulrico 005; isolato:384; accesso: accesso esterno; (z.d. 1)";VIA ;HOEPLI ULRICO;5;190;1;;non alimentare;500;1890;1390
"VLE PAPINIANO N. 27 ; isolato:064; accesso: accesso esterno; (z.d. 1)";VLE ;PAPINIANO;27;5097;1;esselunga;"alimentare;non alimentare";996;2396;1400
"VIA DELLE FORZE ARMATE N. 199 ; isolato:181; accesso: accesso esterno; (z.d. 7)";VIA ;DELLE FORZE ARMATE;199;6643;7;esselunga;"alimentare;non alimentare";508;1908;1400
"VIA GROSOTTO N. 7 ex area portello edificio 3; isolato:249; (z.d. 8)";VIA ;GROSOTTO;7;7328;8;;"alimentare;non alimentare";;1636;1400
"PZA DEL LIBERTY N. 4 ;pza del liberty 004; isolato:361; accesso: accesso esterno; (z.d. 1)";PZA ;DEL LIBERTY;4;98;1;max mara;non alimentare;;2125;1415
"VIA MAESTRI CAMPIONESI N. 7 ; isolato:072; accesso: accesso esterno; (z.d. 4)";VIA ;MAESTRI CAMPIONESI;7;3197;4;gs supermercato;"alimentare;non alimentare";22;2852;1416
"CSO VENEZIA N. 14 ;cso venezia 014; isolato:190; accesso: accesso esterno; (z.d. 1)";CSO ;VENEZIA;14;238;1;;non alimentare;190;1625;1435
"VLE TESTI FULVIO N. 22 ; isolato:156; accesso: accesso esterno; (z.d. 9)";VLE ;TESTI FULVIO;22;1441;9;opel gerli;non alimentare;2000;3440;1440
VIA ADRIANO PUBLIO ELIO angolo via brambilla;;;;;;;"Alimentare;Non Alimentare";;1887;1458
VIA RISMONDO FRANCESCO N. 4 (z.d. 7);VIA ;RISMONDO FRANCESCO;4;6756;7;;Non Alimentare;;1672;1458
"CSO LODI N. 38 ; isolato:200; accesso: accesso esterno; (z.d. 5)";CSO ;LODI;38;4068;5;chateau d ax;non alimentare;;2395;1480
"VIA MONTE NAPOLEONE N. 5 ;via monte napoleone 005; isolato:315; accesso: accesso esterno; (z.d. 1)";VIA ;MONTE NAPOLEONE;5;219;1;gucci;non alimentare;;2429;1482
