Ubicazione;TipoVia;DescrizioneVia;Civico;CodiceVia;ZD;superficie_altri_usi;superficie_lavorativa;tipo_eser_pa;;;;;;;
"PZA SICILIA N. 7 ; (z.d. 7)";PZA ;SICILIA;7;6266;7;20;17;Parrucchiere per uomo;;;;;;;
"VIA SAN SIRO N. 7 ; (z.d. 7)";VIA ;SAN SIRO;7;6282;7;11;30;Parrucchiere per uomo;;;;;;;
"VIA SAN SIRO N. 16 ; (z.d. 7)";VIA ;SAN SIRO;16;6282;7;15;40;Parrucchiere per signora;;;;;;;
"VIA DELLE STELLINE N. 1 ; (z.d. 7)";VIA ;DELLE STELLINE;1;6337;7;35;34;Parrucchiere per signora;;;;;;;
"VIA STROMBOLI N. 22 ; (z.d. 7)";VIA ;STROMBOLI;22;6099;7;;16;Parrucchiere per uomo;;;;;;;
"VIA MARGHERA N. 18 ; (z.d. 7)";VIA ;MARGHERA;18;6280;7;16;94;"Parrucchiere misto;TIPO A ESTETICA MANUALE";;;;;;;
"VIA TRIESTE N. 15 ; (z.d. 7)";VIA ;TRIESTE;15;6261;7;;60;Parrucchiere per signora;;;;;;;
"VIA TRIVULZIO ANTONIO TOLOMEO N. 4 ; (z.d. 7)";VIA ;TRIVULZIO ANTONIO TOLOMEO;4;6277;7;;40;Parrucchiere per signora;;;;;;;
"CSO VERCELLI N. 7 ; (z.d. 7)";CSO ;VERCELLI;7;6193;7;;90;TIPO A - REG.2003;;;;;;;
"CSO VERCELLI N. 35 ; (z.d. 7)";CSO ;VERCELLI;35;6193;7;;78;Acconciatore;;;;;;;
"CSO VERCELLI N. 38 1^piano; (z.d. 7)";CSO ;VERCELLI;38;6193;7;;268;"TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA;Acconciatore";;;;;;;
"VIA VERGA ANDREA N. 22 ; (z.d. 7)";VIA ;VERGA ANDREA;22;6200;7;;18;Parrucchiere per signora;;;;;;;
"VIA WASHINGTON GIORGIO N. 11 ; (z.d. 7)";VIA ;WASHINGTON GIORGIO;11;6111;7;;24;Parrucchiere per uomo;;;;;;;
"VIA WASHINGTON GIORGIO num.057a; (z.d. 7)";;;;;;19;36;Parrucchiere per signora;;;;;;;
"VIA WASHINGTON GIORGIO N. 76 ; (z.d. 7)";VIA ;WASHINGTON GIORGIO;76;6111;7;;;Parrucchiere per uomo;;;;;;;
"VIA WASHINGTON GIORGIO N. 80 ; (z.d. 6)";VIA ;WASHINGTON GIORGIO;80;6111;6;;;ACCONCIATORE;;;;;;;
"VIA WASHINGTON GIORGIO N. 82 ; (z.d. 6)";VIA ;WASHINGTON GIORGIO;82;6111;6;;26;Parrucchiere per uomo;;;;;;;
"LGO ZANDONAI RICCARDO N. 3 ; (z.d. 8)";LGO ;ZANDONAI RICCARDO;3;6485;8;74;78;"Parrucchiere per signora;TIPO A - REG.2003";;;;;;;
"VIA SETTEMBRINI LUIGI N. 60 ; (z.d. 3)";VIA ;SETTEMBRINI LUIGI;60;2127;3;;51;TIPO A ESTETICA MANUALE;;;;;;;
"VLE TUNISIA N. 38 ; (z.d. 2)";VLE ;TUNISIA;38;2121;2;13;27;Parrucchiere per signora;;;;;;;
"VIA UBERTI GIULIO N. 5 ; (z.d. 3)";VIA ;UBERTI GIULIO;5;3121;3;6;24;Parrucchiere per signora;;;;;;;
"VIA UBERTI GIULIO N. 18 ; (z.d. 3)";VIA ;UBERTI GIULIO;18;3121;3;;;"TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
"VIA VENINI GIULIO E CORRADO N. 1 ; (z.d. 2)";VIA ;VENINI GIULIO E CORRADO;1;2258;2;4;47;Parrucchiere per signora;;;;;;;
"VIA VITRUVIO N. 11 i piano; (z.d. 3)";VIA ;VITRUVIO;11;2134;3;;91;"Parrucchiere per uomo;Parrucchiere per signora;Parrucchiere misto";;;;;;;
"VIA ABBAZIA N. 6 ; (z.d. 2)";VIA ;ABBAZIA;6;1310;2;5;26;Parrucchiere per signora;;;;;;;
"VIA ANGERA N. 10 ; (z.d. 2)";VIA ;ANGERA;10;1395;2;3;28;Parrucchiere per uomo;;;;;;;
"VIA ARBE N. 31 ; (z.d. 2)";VIA ;ARBE;31;1352;2;18;17;Pedicure estetico;;;;;;;
"VIA ARBE N. 65 ; (z.d. 2)";VIA ;ARBE;65;1352;2;2;40;Acconciatore;;;;;;;
"VIA ARBE N. 85 ; (z.d. 2)";VIA ;ARBE;85;1352;2;;16;Parrucchiere per signora;;;;;;;
"VIA BISI ALBINI SOFIA N. 4 ; (z.d. 2)";VIA ;BISI ALBINI SOFIA;4;1349;2;;17;Parrucchiere per signora;;;;;;;
"VIA CAGLIERO GIOVANNI N. 6 ; (z.d. 2)";VIA ;CAGLIERO GIOVANNI;6;1407;2;;16;Parrucchiere per signora;;;;;;;
"VIA CAGLIERO GIOVANNI N. 7 ; (z.d. 2)";VIA ;CAGLIERO GIOVANNI;7;1407;2;;;Parrucchiere per signora;;;;;;;
"VIA CAGLIERO GIOVANNI N. 14 interrato; (z.d. 2)";VIA ;CAGLIERO GIOVANNI;14;1407;2;;20;"TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
"VIA STATUTO N. 18 con ingresso v- moscova nø 39; (z.d. 1)";VIA ;STATUTO;18;1029;1;;36;ACCONCIATORE;;;;;;;
"VIA TIVOLI N. 8 ; (z.d. 1)";VIA ;TIVOLI;8;712;1;;20;Parrucchiere per uomo;;;;;;;
"VIA VARESE N. 1 ; (z.d. 1)";VIA ;VARESE;1;1031;1;;29;Parrucchiere per signora;;;;;;;
"VIA VARESE N. 20 ; (z.d. 1)";VIA ;VARESE;20;1031;1;;30;Parrucchiere per signora;;;;;;;
"VIA VOLTA ALESSANDRO N. 8 ; (z.d. 1)";VIA ;VOLTA ALESSANDRO;8;1018;1;;46;"TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
"VIA BOCCACCIO GIOVANNI N. 9 ; (z.d. 1)";VIA ;BOCCACCIO GIOVANNI;9;6158;1;5;15;Parrucchiere per uomo;;;;;;;
"VIA BOCCACCIO GIOVANNI N. 11 ; (z.d. 1)";VIA ;BOCCACCIO GIOVANNI;11;6158;1;;;"Parrucchiere per signora;TIPO A ESTETICA MANUALE";;;;;;;
"VIA BOCCACCIO GIOVANNI num.015a; (z.d. 1)";VIA ;BOCCACCIO GIOVANNI;;6158;1;4;80;Parrucchiere per signora;;;;;;;
"VIA BOCCACCIO GIOVANNI N. 15 ; (z.d. 1)";VIA ;BOCCACCIO GIOVANNI;15;6158;1;;54;"Parrucchiere per signora;TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
"VIA BRISA N. 15 ; (z.d. 1)";VIA ;BRISA;15;637;1;;21;Parrucchiere per signora;;;;;;;
"VIA CARDUCCI GIOSUE' N. 12 ; (z.d. 1)";VIA ;CARDUCCI GIOSUE';12;602;1;;46;ACCONCIATORE;;;;;;;
"VIA DANTE ALIGHIERI N. 4 ; (z.d. 1)";VIA ;DANTE ALIGHIERI;4;612;1;;49;"TIPO A ESTETICA MANUALE;TIPO C TRATT.ESTETICI DIMAGRIM;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
"VIA LUINI BERNARDINO N. 7 ; (z.d. 1)";VIA ;LUINI BERNARDINO;7;638;1;;24;Parrucchiere per uomo;;;;;;;
"CSO MAGENTA N. 25 ; (z.d. 1)";CSO ;MAGENTA;25;604;1;;27;"TIPO A-B-C-D;Parrucchiere misto";;;;;;;
"CSO MAGENTA N. 66 ; (z.d. 1)";CSO ;MAGENTA;66;604;1;;68;Acconciatore;;;;;;;
"CSO MAGENTA N. 79 ; (z.d. 1)";CSO ;MAGENTA;79;604;1;;130;"Parrucchiere per signora;TIPO A - REG.2003";;;;;;;
"CSO MAGENTA N. 87 ; (z.d. 1)";CSO ;MAGENTA;87;604;1;8;26;ACCONCIATORE;;;;;;;
"VIA MERAVIGLI N. 16 ; (z.d. 1)";VIA ;MERAVIGLI;16;614;1;;;Parrucchiere per signora;;;;;;;
"VIA F.LLI RUFFINI N. 9 ; (z.d. 1)";VIA ;F.LLI RUFFINI;9;6163;1;;81;"ACCONCIATORE;TIPO A - REG.2003";;;;;;;
"VIA SAFFI AURELIO N. 11 ; (z.d. 1)";VIA ;SAFFI AURELIO;11;6159;1;33;74;"Parrucchiere per signora;TIPO A-B-C-D";;;;;;;
"VIA SAFFI AURELIO N. 7 ; (z.d. 1)";VIA ;SAFFI AURELIO;7;6159;1;;;TIPO A-B-C-D;;;;;;;
"VIA S. GIOV. SUL MURO N. 9 ; (z.d. 1)";VIA ;S. GIOV. SUL MURO;9;609;1;;16;Parrucchiere per uomo;;;;;;;
"VIA SANTA MARIA FULCORINA N. 13 ; (z.d. 1)";VIA ;SANTA MARIA FULCORINA;13;630;1;;17;Parrucchiere per uomo;;;;;;;
"VIA TERRAGGIO N. 23 p.t. + piano interrato; (z.d. 1)";VIA ;TERRAGGIO;23;644;1;;67;ACCONCIATORE;;;;;;;
"VIA VIGNA N. 5 ; (z.d. 1)";VIA ;VIGNA;5;636;1;3;17;Parrucchiere per signora;;;;;;;
"VIA DOMENICHINO N. 2 ; (z.d. 7)";VIA ;DOMENICHINO;2;6383;7;;40;Parrucchiere per signora;;;;;;;
"VIA DOMENICHINO N. 3 ; (z.d. 7)";VIA ;DOMENICHINO;3;6383;7;;55;Parrucchiere per signora;;;;;;;
"VIA ELBA N. 8 ; (z.d. 7)";VIA ;ELBA;8;6243;7;;15;Parrucchiere per uomo;;;;;;;
"VIA FARUFFINI FEDERICO N. 7 ; (z.d. 7)";VIA ;FARUFFINI FEDERICO;7;6286;7;;39;Parrucchiere per signora;;;;;;;
"VIA FARUFFINI FEDERICO N. 11 ; (z.d. 7)";VIA ;FARUFFINI FEDERICO;11;6286;7;;30;ACCONCIATORE;;;;;;;
"VIA FOPPA VINCENZO N. 58 piano rialzato; (z.d. 6)";VIA ;FOPPA VINCENZO;58;6109;6;;24;Parrucchiere per signora;;;;;;;
"VIA DEL FUSARO N. 2 ; (z.d. 7)";VIA ;DEL FUSARO;2;6258;7;;55;Parrucchiere per signora;;;;;;;
"VIA GENTILI ALBERICO N. 1 ; (z.d. 7)";VIA ;GENTILI ALBERICO;1;6270;7;;;Parrucchiere per signora;;;;;;;
"VIA GESSI ROMOLO N. 48 ; (z.d. 6)";VIA ;GESSI ROMOLO;48;6121;6;;33;Parrucchiere per signora;;;;;;;
"VIA GIOVIO PAOLO N. 19 ; (z.d. 7)";VIA ;GIOVIO PAOLO;19;6194;7;;16;TIPO A ESTETICA MANUALE;;;;;;;
"PLE GIULIO CESARE N. 6 ; (z.d. 8)";PLE ;GIULIO CESARE;6;6361;8;;45;"TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
"VIE DELLA ROBBIA LUCA N. 8 ; (z.d. 8)";VIE ;DELLA ROBBIA LUCA;8;6349;8;;33;ACCONCIATORE;;;;;;;
"VIE DELLA ROBBIA LUCA N. 8 ; (z.d. 8)";VIE ;DELLA ROBBIA LUCA;8;6349;8;;;"Parrucchiere per uomo;TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
"VIA MARGHERA N. 10 ; (z.d. 7)";VIA ;MARGHERA;10;6280;7;;;TIPO A ESTETICA MANUALE;;;;;;;
"VIA MARGHERA N. 10 ; (z.d. 7)";VIA ;MARGHERA;10;6280;7;;23;Parrucchiere per signora;;;;;;;
"VIA MASCHERONI LORENZO N. 22 ; (z.d. 1)";VIA ;MASCHERONI LORENZO;22;6183;1;;;Parrucchiere per signora;;;;;;;
"VIA MAURI ANGELO N. 6 ; (z.d. 7)";VIA ;MAURI ANGELO;6;6296;7;;;Pedicure estetico;;;;;;;
"VLE SAN MICHELE DEL CARSO N. 2 ; (z.d. 7)";VLE ;SAN MICHELE DEL CARSO;2;6212;7;;;Parrucchiere per uomo;;;;;;;
"VLE SAN MICHELE DEL CARSO N. 6 ; (z.d. 7)";VLE ;SAN MICHELE DEL CARSO;6;6212;7;;74;Parrucchiere per signora;;;;;;;
"VIA EDOLO num.002; (z.d. 2)";VIA ;EDOLO;;1217;2;2;24;Parrucchiere per signora;;;;;;;
"VIA EDOLO N. 3 ; (z.d. 2)";VIA ;EDOLO;3;1217;2;7;11;Parrucchiere per signora;;;;;;;
"VIA EDOLO N. 27 ; (z.d. 2)";VIA ;EDOLO;27;1217;2;2;21;Parrucchiere per uomo;;;;;;;
"VIA EDOLO N. 42 ; (z.d. 2)";VIA ;EDOLO;42;1217;2;;58;Parrucchiere per signora;;;;;;;
"VIA FARA GUSTAVO N. 5 ; (z.d. 9)";VIA ;FARA GUSTAVO;5;1183;9;;22;ACCONCIATORE;;;;;;;
"VIA FARA GUSTAVO N. 9 ; (z.d. 9)";VIA ;FARA GUSTAVO;9;1183;9;;20;Parrucchiere per uomo;;;;;;;
"VIA FARA GUSTAVO N. 14 ; (z.d. 2)";VIA ;FARA GUSTAVO;14;1183;2;;74;ACCONCIATORE;;;;;;;
"VIA FILZI FABIO N. 4 ; (z.d. 2)";VIA ;FILZI FABIO;4;1190;2;;17;Parrucchiere per signora;;;;;;;
"VIA FILZI FABIO N. 14 i piano; (z.d. 2)";VIA ;FILZI FABIO;14;1190;2;;63;"TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
VIA FILZI FABIO N. 23 (z.d. 2);VIA ;FILZI FABIO;23;1190;2;;28;Acconciatore;;;;;;;
"VIA FILZI FABIO N. 23 ; (z.d. 2)";VIA ;FILZI FABIO;23;1190;2;;31;ACCONCIATORE;;;;;;;
"VIA FILZI FABIO N. 33 ; (z.d. 2)";VIA ;FILZI FABIO;33;1190;2;;33;Parrucchiere per uomo;;;;;;;
"VIA FILZI FABIO N. 45 ; (z.d. 2)";VIA ;FILZI FABIO;45;1190;2;;34;"Parrucchiere per uomo;TIPO A ESTETICA MANUALE;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
"PZA QUATTRO NOVEMBRE N. 6 piano rialzato; (z.d. 2)";PZA ;QUATTRO NOVEMBRE;6;1199;2;;84;ACCONCIATORE;;;;;;;
"VIA GIOIA MELCHIORRE N. 43 ; (z.d. 9)";VIA ;GIOIA MELCHIORRE;43;1108;9;;66;TIPO A - REG.2003;;;;;;;
"VIA GIOIA MELCHIORRE N. 43 ; (z.d. 9)";VIA ;GIOIA MELCHIORRE;43;1108;9;;16;Parrucchiere per uomo;;;;;;;
"VIA GIOIA MELCHIORRE num.055a; (z.d. 2)";;;;;;2;16;Parrucchiere per signora;;;;;;;
"VIA GIOIA MELCHIORRE N. 63 ; (z.d. 2)";VIA ;GIOIA MELCHIORRE;63;1108;2;;16;Parrucchiere per uomo;;;;;;;
"VIA GIOIA MELCHIORRE N. 71 ; (z.d. 2)";VIA ;GIOIA MELCHIORRE;71;1108;2;;40;ACCONCIATORE;;;;;;;
"VIA GIOIA MELCHIORRE N. 77 ; (z.d. 2)";VIA ;GIOIA MELCHIORRE;77;1108;2;;32;Parrucchiere per signora;;;;;;;
"VIA GIOIA MELCHIORRE N. 123 ; (z.d. 2)";VIA ;GIOIA MELCHIORRE;123;1108;2;;27;Parrucchiere per signora;;;;;;;
"VIA GIOIA MELCHIORRE N. 139 ; (z.d. 2)";VIA ;GIOIA MELCHIORRE;139;1108;2;;;Parrucchiere per signora;;;;;;;
"VIA GLUCK CRISTOFORO N. 5 ; (z.d. 2)";VIA ;GLUCK CRISTOFORO;5;1215;2;4;28;Parrucchiere per uomo;;;;;;;
"PZA GRECO N. 10 ; (z.d. 2)";PZA ;GRECO;10;1417;2;;37;Parrucchiere per signora;;;;;;;
"PLE LAGOSTA N. 1 ; (z.d. 9)";PLE ;LAGOSTA;1;1155;9;;45;Parrucchiere per signora;;;;;;;
"PLE LAGOSTA N. 10 ; (z.d. 9)";PLE ;LAGOSTA;10;1155;9;;49;Parrucchiere per signora;;;;;;;
"VIA LAZZARONI GIUSEPPINA N. 10 ; (z.d. 2)";VIA ;LAZZARONI GIUSEPPINA;10;1196;2;;64;Parrucchiere per signora;;;;;;;
"VLE LUNIGIANA N. 12 ; (z.d. 2)";VLE ;LUNIGIANA;12;1214;2;;37;ACCONCIATORE;;;;;;;
"VLE LUNIGIANA N. 15 ; (z.d. 2)";VLE ;LUNIGIANA;15;1214;2;10;28;ACCONCIATORE;;;;;;;
"VIA PISANI VITTOR N. 5 piano rialzato; (z.d. 2)";VIA ;PISANI VITTOR;5;1201;2;;72;Parrucchiere per signora;;;;;;;
"VIA PISANI VITTOR N. 7 ; (z.d. 2)";VIA ;PISANI VITTOR;7;1201;2;;60;Parrucchiere per uomo;;;;;;;
"VIA PISANI VITTOR N. 19 ; (z.d. 2)";VIA ;PISANI VITTOR;19;1201;2;3;18;Parrucchiere per uomo;;;;;;;
"VIA PISANI VITTOR N. 31 ; (z.d. 2)";VIA ;PISANI VITTOR;31;1201;2;;;"Parrucchiere per signora;TIPO A ESTETICA MANUALE;TIPO D ESTET.APPAR.ELETTROMECC;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
"VIA POLA N. 15 ; (z.d. 9)";VIA ;POLA;15;1156;9;;33;Parrucchiere per signora;;;;;;;
"VIA PONTE SEVESO N. 26 ; (z.d. 2)";VIA ;PONTE SEVESO;26;1203;2;;15;Parrucchiere per uomo;;;;;;;
"VIA PONTE SEVESO N. 28 ; (z.d. 2)";VIA ;PONTE SEVESO;28;1203;2;4;35;Parrucchiere per signora;;;;;;;
"VIA PONTE SEVESO N. 33 ; (z.d. 2)";VIA ;PONTE SEVESO;33;1203;2;;45;ACCONCIATORE;;;;;;;
"VIA PONTE SEVESO N. 40 ; (z.d. 2)";VIA ;PONTE SEVESO;40;1203;2;;40;Parrucchiere per signora;;;;;;;
"VIA PONTE SEVESO N. 44 ; (z.d. 2)";VIA ;PONTE SEVESO;44;1203;2;;18;ACCONCIATORE;;;;;;;
"VIA PORTINARI PIGELLO N. 1 ; (z.d. 2)";VIA ;PORTINARI PIGELLO;1;1408;2;;25;Parrucchiere per signora;;;;;;;
"VIA RESSI ADEODATO N. 21 ; (z.d. 2)";VIA ;RESSI ADEODATO;21;1397;2;1;;"ACCONCIATORE;TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
"VLE DELLE RIMEMBRANZE DI GRECO num.00810; (z.d. 2)";VLE ;DELLE RIMEMBRANZE DI GRECO;;1412;2;;25;Parrucchiere per signora;;;;;;;
"VLE DELLE RIMEMBRANZE DI GRECO N. 40 ; (z.d. 2)";VLE ;DELLE RIMEMBRANZE DI GRECO;40;1412;2;21;19;Parrucchiere per uomo;;;;;;;
"VLE SAURO NAZARIO N. 5 ; (z.d. 2)";VLE ;SAURO NAZARIO;5;1175;2;;;Parrucchiere per signora;;;;;;;
"VLE SAURO NAZARIO N. 9 ; (z.d. 2)";VLE ;SAURO NAZARIO;9;1175;2;3;25;ACCONCIATORE;;;;;;;
"VIA ANTONELLO DA MESSINA N. 22 ; (z.d. 7)";VIA ;ANTONELLO DA MESSINA;22;6594;7;7;25;ACCONCIATORE;;;;;;;
"VIA ALCIATI AMBROGIO N. 15 ; (z.d. 6)";VIA ;ALCIATI AMBROGIO;15;6814;6;3;28;Parrucchiere per signora;;;;;;;
"VIA DELL' ALLODOLA N. 16 ; (z.d. 6)";VIA ;DELL' ALLODOLA;16;6660;6;21;27;Parrucchiere per signora;;;;;;;
"VIA ANGUISSOLA SOFONISBA N. 23 ; (z.d. 7)";VIA ;ANGUISSOLA SOFONISBA;23;6609;7;;;Parrucchiere per uomo;;;;;;;
"VIA ANGUISSOLA SOFONISBA N. 31 ; (z.d. 7)";VIA ;ANGUISSOLA SOFONISBA;31;6609;7;;31;ACCONCIATORE;;;;;;;
"VIA ARZAGA N. 24 ; (z.d. 6)";VIA ;ARZAGA;24;6674;6;23;;Parrucchiere per signora;;;;;;;
"VIA DEI BIANCOSPINI N. 3 ; (z.d. 6)";VIA ;DEI BIANCOSPINI;3;6711;6;10;25;Parrucchiere per signora;;;;;;;
"VIA DEI BIANCOSPINI N. 12 ; (z.d. 6)";VIA ;DEI BIANCOSPINI;12;6711;6;;17;Parrucchiere misto;;;;;;;
"LGO BRASILIA N. 6 ; (z.d. 6)";LGO ;BRASILIA;6;6145;6;4;18;Parrucchiere per signora;;;;;;;
"VIA BRUNELLESCHI FILIPPO N. 2 ; (z.d. 6)";VIA ;BRUNELLESCHI FILIPPO;2;5384;6;1;27;"Parrucchiere per uomo;Parrucchiere per signora;Parrucchiere misto";;;;;;;
"VIA BRUZZESI GIACINTO N. 2 ; (z.d. 6)";VIA ;BRUZZESI GIACINTO;2;5388;6;11;28;Parrucchiere per signora;;;;;;;
"VIA BRUZZESI GIACINTO N. 25 ; (z.d. 6)";VIA ;BRUZZESI GIACINTO;25;5388;6;15;69;TIPO A - REG.2003;;;;;;;
"VIA CAROZZI GIUSEPPE N. 18 ; (z.d. 6)";VIA ;CAROZZI GIUSEPPE;18;6661;6;2;35;ACCONCIATORE;;;;;;;
"VLE CATERINA DA FORLI' N. 1 ; (z.d. 6)";VLE ;CATERINA DA FORLI';1;6611;6;6;36;Parrucchiere per signora;;;;;;;
"VLE CATERINA DA FORLI' N. 34 ; (z.d. 7)";VLE ;CATERINA DA FORLI';34;6611;7;;28;Parrucchiere per signora;;;;;;;
"VLE CATERINA DA FORLI' N. 42 ; (z.d. 7)";VLE ;CATERINA DA FORLI';42;6611;7;13;51;Parrucchiere per signora;;;;;;;
"VLE CATERINA DA FORLI' N. 58 ; (z.d. 7)";VLE ;CATERINA DA FORLI';58;6611;7;;;Parrucchiere per signora;;;;;;;
"VLE CATERINA DA FORLI' N. 58 ; (z.d. 7)";VLE ;CATERINA DA FORLI';58;6611;7;4;14;Parrucchiere per signora;;;;;;;
"VLE PISA N. 6 ; (z.d. 7)";VLE ;PISA;6;6615;7;;57;ACCONCIATORE;;;;;;;
"VLE ETIOPIA N. 4 ; (z.d. 6)";VLE ;ETIOPIA;4;6131;6;5;15;Parrucchiere misto;;;;;;;
"VIA DEI FIORDALISI N. 4 ; (z.d. 6)";VIA ;DEI FIORDALISI;4;6710;6;4;32;Parrucchiere per uomo;;;;;;;
"VIA FORNARI PASQUALE N. 4 ; (z.d. 7)";VIA ;FORNARI PASQUALE;4;6592;7;;;Parrucchiere per uomo;;;;;;;
"VIA FORNARI PASQUALE N. 44 ; (z.d. 7)";VIA ;FORNARI PASQUALE;44;6592;7;;;Parrucchiere per signora;;;;;;;
"VIA DELLE FORZE ARMATE N. 3 ; (z.d. 7)";VIA ;DELLE FORZE ARMATE;3;6643;7;;36;ACCONCIATORE;;;;;;;
"PZA FRATTINI PIETRO N. 15 ; (z.d. 6)";PZA ;FRATTINI PIETRO;15;5389;6;;22;Parrucchiere misto;;;;;;;
"LGO DEI GELSOMINI N. 14 ; (z.d. 6)";LGO ;DEI GELSOMINI;14;5394;6;;28;Parrucchiere per signora;;;;;;;
"VIA AMEDEI N. 3 ; (z.d. 1)";VIA ;AMEDEI;3;529;1;;53;ACCONCIATORE;;;;;;;
"VIA DEGLI ARCIMBOLDI num.004; (z.d. 1)";VIA ;DEGLI ARCIMBOLDI;;522;1;1;16;Parrucchiere per signora;;;;;;;
"VLE BEATRICE D'ESTE N. 49 ; (z.d. 1)";VLE ;BEATRICE D'ESTE;49;4048;1;10;24;Parrucchiere per uomo;;;;;;;
"VLE BEATRICE D'ESTE N. 49 ; (z.d. 1)";VLE ;BEATRICE D'ESTE;49;4048;1;19;30;Acconciatore;;;;;;;
"VIA CELESTINO IV N. 9 ; (z.d. 1)";VIA ;CELESTINO IV;9;540;1;4;13;Parrucchiere per uomo;;;;;;;
"VIA DEL DON N. 2 ; (z.d. 1)";VIA ;DEL DON;2;596;1;4;34;Parrucchiere per signora;;;;;;;
"VIA FALCONE N. 7 ; (z.d. 1)";VIA ;FALCONE;7;520;1;;;Parrucchiere per uomo;;;;;;;
"CSO ITALIA N. 11 ; (z.d. 1)";CSO ;ITALIA;11;526;1;24;84;TIPO A-B-C-D;;;;;;;
"VIA MERCALLI GIUSEPPE N. 7 ; (z.d. 1)";VIA ;MERCALLI GIUSEPPE;7;4011;1;33;44;"TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
"VIA MOLINO DELLE ARMI num.0035; (z.d. 1)";VIA ;MOLINO DELLE ARMI;;591;1;26;32;Parrucchiere per signora;;;;;;;
"VIA MOLINO DELLE ARMI N. 19 ; (z.d. 1)";VIA ;MOLINO DELLE ARMI;19;591;1;;27;Parrucchiere per signora;;;;;;;
"VIA OLMETTO N. 5 piano rialzato; (z.d. 1)";VIA ;OLMETTO;5;553;1;;;"TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
"VIA OLMETTO N. 21 ; (z.d. 1)";VIA ;OLMETTO;21;553;1;1;20;Parrucchiere per uomo;;;;;;;
"VIA ORIANI ALFREDO N. 2 ; (z.d. 1)";VIA ;ORIANI ALFREDO;2;4025;1;;;Parrucchiere per signora;;;;;;;
"VIA DELLA PALLA N. 5 ; (z.d. 1)";VIA ;DELLA PALLA;5;586;1;4;22;Parrucchiere per signora;;;;;;;
"CSO DI PORTA TICINESE N. 26 ; (z.d. 1)";CSO ;DI PORTA TICINESE;26;541;1;;;Parrucchiere per uomo;;;;;;;
"CSO DI PORTA TICINESE N. 50 ; (z.d. 1)";CSO ;DI PORTA TICINESE;50;541;1;5;30;Parrucchiere per signora;;;;;;;
"VIA MONTE NAPOLEONE N. 17 piano ammezzato; (z.d. 1)";VIA ;MONTE NAPOLEONE;17;219;1;;37;Parrucchiere per signora;;;;;;;
"VIA MONTE NAPOLEONE N. 13 ; (z.d. 1)";VIA ;MONTE NAPOLEONE;13;219;1;;110;Parrucchiere per signora;;;;;;;
"VIA MORONE GEROLAMO N. 3 ; (z.d. 1)";VIA ;MORONE GEROLAMO;3;200;1;;52;Parrucchiere per uomo;;;;;;;
"VIA DEGLI OMENONI N. 2 ; (z.d. 1)";VIA ;DEGLI OMENONI;2;233;1;;247;"Parrucchiere per signora;TIPO A ESTETICA MANUALE;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
"VIA SANT' ANDREA N. 8 ; (z.d. 1)";VIA ;SANT' ANDREA;8;222;1;;116;"Parrucchiere per signora;TIPO A - REG.2003";;;;;;;
"VIA SANT' ANDREA N. 2 ; (z.d. 1)";VIA ;SANT' ANDREA;2;222;1;;85;Parrucchiere per signora;;;;;;;
"VIA SALA DEI LONGOBARDI N. 2 ; (z.d. 1)";VIA ;SALA DEI LONGOBARDI;2;217;1;;;"TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
"VIA SAN PIETRO ALL'ORTO N. 26 piano rialzato; (z.d. 1)";VIA ;SAN PIETRO ALL'ORTO;26;213;1;;87;Acconciatore;;;;;;;
"VIA SENATO N. 2 ; (z.d. 1)";VIA ;SENATO;2;236;1;;131;Parrucchiere per signora;;;;;;;
"VIA DELLA SPIGA N. 23 ; (z.d. 1)";VIA ;DELLA SPIGA;23;226;1;;55;Parrucchiere per signora;;;;;;;
"VIA BATTISTI CESARE N. 8 ; (z.d. 1)";VIA ;BATTISTI CESARE;8;3019;1;5;56;Parrucchiere per signora;;;;;;;
"VIA BATTISTI CESARE N. 8 ; (z.d. 1)";VIA ;BATTISTI CESARE;8;3019;1;;25;Parrucchiere per uomo;;;;;;;
"VIA BATTISTI CESARE N. 21 ; (z.d. 1)";VIA ;BATTISTI CESARE;21;3019;1;;;ACCONCIATORE;;;;;;;
"VIA BECCARIA CESARE N. 5 ; (z.d. 1)";VIA ;BECCARIA CESARE;5;307;1;1;22;ACCONCIATORE;;;;;;;
